text,emotion
"Why would anyone, even a Democrat, want a wife beater / child abuser to be part of their countries government. It’s disgusting. All of those women who have been beaten or hit before. Or those parents who have suffered with their children after they were abused, degraded or even became suicidal (successfully or not) should be fighting to make sure this doesn’t happen. If it does, May I suggest you watch your kids very carefully. You just never know.....",DISGUST
"""BREAKING: A source tells me The Defense Department has just denied a request by DC officials to deploy the National Guard to the US Capitol."" - Aaron C. Davis (Investigative Reporter for The Washington Post.)",SURPRISE
BREAKING: Patriots Are INSIDE NANCY PELOSI'S OFFICE — Emails Open on Screen,SURPRISE
This won't stand! Soo obvious!,DISGUST
We are with you sir. We know you won'tgive up and will reset notthe world only the USA but the world from the evil berderism placed on us all.,FEAR
this dirtbag should have been locked up decades ago.,DISGUST
The beginning of the Crusade to re-take the country and restore the Constitution has begun. Death to enemies of Liberty. No more playing by the rules. This is fucking WAR!,ANGRY
"⚔️NEW - Xi Jinping orders China’s military to be ready for war ""at any second"" as the country’s armed forces kicked off the year’s military training and exercise on Monday.#ccp #china #military",SURPRISE
Mainstream media scramble for cover… – CITIZEN FREE PRESS,FEAR
Deep State Filth.,DISGUST
Absolutely disgusting!,DISGUST
Thank You!,HAPPY
A lot of mico penis's on here tonight! Laughing my ass off because they have such useless lives they have to come here for their entertainment! Keep stroking your little dicks !,DISGUST
"Jim Jordan Goes BEAST MODE on House Floor, Confronts Dems on Election",ANGRY
This is such bs!,DISGUST
This picture of the Trump supporters in Washington is AMAZING!,SURPRISE
LOVE THIS ONE,HAPPY
Oh I love this.,HAPPY
"Remember when I told you all to be prepared? It's here. They're gonna come for our guns soon if they succeed to remove Trump. Censorship is here, and soon they're gonna come for conservatives after they blame all of this on us.",FEAR
You know what makes it nice and bright? A huge bonfire!,HAPPY
"NOTHING TO SEE HERE, ************",DISGUST
Love this!! Thank you Patriots!!! 🇺🇸🇺🇸🇺🇸🇺🇸,HAPPY
Filth,DISGUST
SUBSTANTIAL Resistance to the Covid Vaccine is Coming from a Surprising Sector -- Frontline Healthcare Workers,SURPRISE
Love it.,HAPPY
Love it,HAPPY
Miss HER. RIP,SAD
Please join me in offering prayers of condolence to the family of USAF veteran Ashli Babbitt who was shot inside the US Capitol today and lost her life while being treated for a gunshot wound to her neck. This is a terribly sad day for America and surely for her family! May God comfort them in their grief. 🙏🏻🙏🏻🙏🏻,SAD
Just an example of the Great Awakening,SURPRISE
'*' BREAKING NEWS: '*'Lawsuit Filed in California To Fight Against Elections Fraud,SURPRISE
Pence sealed his fate! That’s too bad!!! This is the time people will have to choose what side they’re on!! We’re about to see what Americans are really all about! God be with us all!,SAD
WOW!,SURPRISE
Child molester.PERVERT.,DISGUST
"Amen, this is war!",ANGRY
It’s time to kick ass and take names. It’s time to Lock and Load Patriots! War!,ANGRY
"Washington DC Mayor Muriel Bowser is afraid 😱 She has 🚫 the Chairman of the Proud Boys from DC. She has 🚫 all the streets near the Capitol and the White House. She has called in the National Guard to protect her own ass. We, the American Patriots, will neither abide a stolen election nor a Commie takeover of the Republic. The gauntlet is being thrown down tomorrow in DC, and the Second War for our Independence begins then and there. #stopthesteal #wearethestorm",FEAR
How interesting? Look at the circled viewers ? Both videos were posted simultaneously? 🙄🙄,SURPRISE
Time to fight!,ANGRY
"“For jealousy makes a man furious, and he will not spare when he takes revenge.”‭‭#Proverbs‬ ‭6:34‬‬‬ ‭#Bible#DailyProverb #DailyBibleVerse",ANGRY
Hahahaha,HAPPY
cheers folks it�s a great day,HAPPY
Wow! ‼️🚨,SURPRISE
I love this!!!,HAPPY
95% dirty,DISGUST
"The shocking news is the funding. Barack Obama in 2017, actually took $400 million, 14 pallets of cash, and that money was transferred over to different accounts. We have the exact travel plan of that cash. That was the plan, the funding, to unravel the Trump presidency.",SURPRISE
"💣❗....on LOU DOBBS!! DAVID HANSONProfessor JUST EXPLAINED, IF YOU ARE IN A MAJORITY BUT YOU DON'T HAVE SEVERAL GOOD & VISIBLE LEADERSWHO WILL SAY NO! YOU WILL BE FRIGHTENED, MANIPULATED, SMEARED, BY THE WORLD MOST POWERFUL COMINTERN CONGLOMERATE =NWO-UN&SUBSIDIARIES, BIGTECH'S, MSM'S, WALLSTREET GLOBALIST, LOBBYISTS LAWYERS, POPA,CHINKS!,BOUGHT OVERPAID TREASONOUS HOMEGROWN COMRADES POLITICIANS!🤔.....IN SHORT, TO BE ABLE TO SAVE OUR CONSTITUTIONAL REPUBLIC, ONLY ONE WAY LEFT!!( because we leftTHOSE COMINTERN MERCENARIES in the last 65 years to flood our SOCIETY!)🙏🏻👨‍👩‍👧‍👦🇺🇸❗DECLARE, MARTIALLAW!!....etc...",FEAR
Someone find the bitch and let's put a beat down on them!!! Remember always large groups!,ANGRY
We love our President Trump!!,HAPPY
"Corrupt, makes me sick.",DISGUST
Yeah. That’s Antifa.,ANGRY
These are Anitra agitators. Not Trump patriots,ANGRY
He is so nauseating 🤮🤮🤮🤮🤮,DISGUST
Now Kelly Loeffler has withdrawn from contesting the Electoral College. That says a lot. She is scared and would have probably been easily swayed by the Left once she got in. Sheesh!,FEAR
WAR,ANGRY
That’s definitely antifa,ANGRY
Tune in the my are at the capitol storming it now,ANGRY
"As a Christian, it is difficult to watch our country fall so far and so fast into chaos. The moral decline and widespread hate for one another has created a chasm too wide to bridge, and too deep to repair. It's time to repent, put on our armour, and spread the gospel to the lost souls. Jesus commanded this of us. Always be prepared. He is coming soon!",SAD
🚨Decoded: Anyone feeling anxious about traveling to DC tomorrow. POTUS has already guaranteed that it will be a SAFE TRIP!,FEAR
This is the truth of the matter. The government should fear the people; the people should not fear the government.,FEAR
"If <a href=""/profile/linwood/posts"" class=""at"">@linwood</a> was right about Pence........ Is he right about it all? .....The deep state must be panicking.....",FEAR
BEREAKING: Trump sends message to supporters after Capitol breached,SURPRISE
im afraid he is right..cops are more corrupt than we realized.. Back only the good blue..,FEAR
"But let all who take refuge in you be glad; let them ever sing for joy. Spread your protection over them, that those who love your name may rejoice in you. Surely, Lord , you bless the righteous; you surround them with your favor as with a shield.Psalms 5:11-12",HAPPY
"Rep. Connor Lamb from the 17th district of PA encompassing Mt. Lebanon, Beaver, North Hills is a democrat inciting violence, name calling and degrading his colleagues across the isle.",ANGRY
YES 🔥🔥🔥👇,HAPPY
It’s good to see a conservative group have a mostly peaceful protest,HAPPY
Totally looks staged!,DISGUST
WowA first,SURPRISE
I am sad!,SAD
"Combat in the Capitol, 3447 via @YouTube",ANGRY
"Florida Gov. Ron DeSantis:""I can tell you as this pandemic has worn on, the number of times someone has come up to me with tears in their eyes saying, 'if it wasn’t for you my kid would not be in school and I would not have my job, thank you.' That is why I’m in this job.""",SAD
"Apparently it's 'selfish' to want to see your friends & family, open your business, and earn an honest living to feed yourself and others.But it's not selfish to want to prevent other people from doing so, because YOU are scared.These lockdowns must end. Enough already.",FEAR
The media in our nation are liars deceivers soothsayers and dream weavers. They are stinky stinking stink sters and are done.,DISGUST
Echo this shit,DISGUST
❤️ love this.,HAPPY
I’m also mad as hell. I’m not gonna take liberal fascism anymore.,ANGRY
The woman who was shot and killed today by capital police is Ashli Babbit. So very sad and disturbing.,SAD
Poor thing. 🥺,SAD
Because he’s dirty too.....,DISGUST
This is disgusting. This isn’t protest. This is terrorism and needs to stop now.,DISGUST
Taking Names and kicking ass,ANGRY
"Gotta get the ""perfectly timed"" picture, eh? #senate #takeover #panicindc",FEAR
"The COVID-19 RT-PCR Test: How to Mislead All Humanity. Using a ""Test"" To Lock Down Society - Global Research“It is time for everyone to come out of this negative trance, this collective hysteria, because famine, poverty, massive unemployment will kill, mow down many more people than SARS-CoV-2!”",FEAR
Wow!,SURPRISE
Cheers!!!,HAPPY
Wow🛑🛑🛑🛑,SURPRISE
AKA Ambrosia,HAPPY
This is how they mock you and perpetuate your fear. #exitthematrix,FEAR
Wow! There is a huge Trump rally reportedly happening tomorrow 6TH JANUARY in DC. - YouTube,SURPRISE
This is disgusting that a PASTOR could fall into the system like this!!,DISGUST
Sad,SAD
A beautiful moment in time I will never forget.,HAPPY
This is alarming...to say the least. #FakeVirus #Plandemic #FakePandemic,FEAR
It is sad that Hong Kong thinks more of America then some Americans do,SAD
Glorious,HAPPY
We are coming for what's ours and we are taking it back! No more fucking asking!!,ANGRY
Sad but true....👇#COVID-19,SAD
When u make ur middle me's favorite food and and he gets all happy n gives you a big hug 😀❤,HAPPY
It’s sad that I only look at politicians as criminals.,SAD
This is a warning from deep state. Some crazy shit gonna happen tomorrow...crazier than ever.,FEAR
BREAKING NEWS! #ItalyDidIt,SURPRISE
That’s Antifa.,ANGRY
WOW,SURPRISE
WHAT A SCUMBAG,DISGUST
Pretty sure this is Antifa !,ANGRY
"“My grace is all you need, for my power is greatest when you are weak.” I am most happy, then, to be proud of my weaknesses, in order to feel the protection of Christ's power over me. 2 Corinthians 12:9 | GNT",HAPPY
BRING IT HARD AS HELL !! MAGA !!!,ANGRY
"Thank you, PRESIDENT TRUMP!!!! ❤️🤍💙🇺🇸🇺🇸🇺🇸",HAPPY
