text,s_palak_label,s_ben_label,p_palak_label,p_ben_label
I am going to keep echoing this or it will slowly die out,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
WE WON!!!!!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
The real life movie we’re living.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
We will!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Smart.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
They are ALL playing games with this and we are believing what we see because we are honest and take people at their word. They've been sold out. It will all come to light,OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
agree,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Biden Will Free The Children....,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
"Taking oaths to uphold the constitution today,is meaningless I’m afraid",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Powerful,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Great news.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
This was all a set-up ....Anything to sway the votes of a few members of Congress before they vote.What a disgrace to our great Nation.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"Make us proud, Patriots !",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
This is going to be amazing. 😀 Follow me - Ifb,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"Our President was taken from us because of fraud. We lost the two Senate seats, probably due to fraud. Our Country is over. Our freedom is gone. They will be coming after our guns now, Are going to give up our guns like we did our President & Constitution?",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
YOU’VE *GOT TO WATCH! WE’RE GONNA BE OK! DJT WAITING FOR PERFECT MOMENT! KEEP THE FAITH-HOLD THE LINE!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Am I in Parler jail. Trying to echo with comment and it fails,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Good question,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Love George Carlin!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
It’s up to us. We own this.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
The Ho got paid enough to open her side business. Let’s destroy it!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Thus us another distraction for the Democrats. The media will make Trump and his supporters look bad that’s what msm will only report in,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"Odd he had to get up and leave and was not able to engage a conversation. Must be a RhinoOh hell we knew that it’s Shitt Romney, did I get the first name correct",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
🇺🇸🇺🇸 welcome aboard!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
The MAGA train is derailed,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Beautiful God Bless these American Patriots,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Too stupid to change his costume...,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
They don't want you to know it was all bullshit!SCAMDEMIC!,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
I’m thinking many people have done some very bad things.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"GODSPEED AND GOD BLESS!!ASHLI BABBIT YOU WERE, ARE, AND WILL FOREVER BE IN OUR HEARTS AS AN AMERICAN HERO !!!!THANK YOU FOR REPRESENTING MY FAMILY. PEACE BE WITH YOU!!",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Good news,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"Tonight, we gathered & prayed for Christ to lead our nation forward.I am BLESSED to have the most incredible friends on Team Trump!“Way maker, miracle worker, promise keeperLight in the darknessMy God, that is who You are!”",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
These are not regular police their communist police won’t do any good to talk to them!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Gods promise,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
The more I talk with my brother and a few others that were there. It's just NOT adding up 🤔🤔🤔,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"Twitter just freeze his account, what the hecks is going on. Enemy is trying to block all the communication at this time brace your self.",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Yeah!,OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
Now this is great 💩,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Yep That’s Correct America,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
Totally agree!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
AWESOMENESS!!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"For Iran, 2020 Was Not A Good Year",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Highly Recommend Read Nations in Action Press Release on Obama and Italy’s involvement in US election fraud,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
We love our President Trump!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Share far and wide,OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
good read. happy to hear perspectives on this:,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
It’s not mentally healthy to imagine that “winner takes all” democracy can properly service a nation where a clean 50/50 ideological split between its citizens anymore. Such a waste of human life and potential for so little reward and accomplishment. Maybe a irreconcilable one,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
That's right - enough is enough.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Totally Agree,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
This is for you Bill and George.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
That is FANTASTIC news. Keep 🙏,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"For those of you not Catholics, this is the Divine Mercy chaplet. This is a very powerful prayer.",OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
Very True Words!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Love you President Trump. This is BS.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Well that’s interesting,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"Excellent, Spot on. I applaud every single word and the definiteness in which it was delivered. Amen, Thank you Matt Gaetz",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"Hi <a href=""/profile/Z177345/posts"" class=""at"">@Z177345</a>, Good to see your posts on Parler. I just UPVOTED your latest written Parley post. Just got my Trump coin. I love it! I recommend it to every proud Patriot! The first one is free! Click the link in my BIO take care",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"“We are like lambs to be slaughtered. There’s no way to save ourselves.”#CCPVirus outbreaks in #Beijing, #Dalian, and #Shenyang remained severe, as residents were running out of food and other resources amid stringent #Lockdown measures.",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Big day tomorrow!!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Breaking! This is bad.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Thank God for this great news that came out yesterday!!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"Love All Us Proud Boys, Stay Safe Brothers!",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
These are the worst Singers I have ever heard.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Yep. To hang to bull crap around trump supporters is garbage ... those are wolves.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
God Bless this woman and her family.Rest well and in peace.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
100% agree.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Republicans are folding like a bad poker hand. No surprise that they went back on their word.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
It was a genuine heart felt message,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Socialists-wannabes looking for bullshit titles given by msm!😂😂😂Politician(Imposters): Want to be called politicians!Race(Imposters): Want to be called a diff race!Flat asses(Imposters):Implants/injections! Want to be called Bigg!😂Men/Wm want to be called Opposite!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Nothing to see here... It’s like they want a civil war,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
It's our HOUSE!!!,OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
Sick,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"Psalm 133:1 NLT ""How wonderful and pleasant it is when brothers live together in harmony!""",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Disgusting. That is why you lost.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Maybe we should've dragged them out by their ears instead. Illegitimate.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Yeah thanks a lot Mike,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
United we stand!!🇺🇸🇺🇸,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
Pence is a traitor...what a coward ..what a religious phoney!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Well now we have our answer if pence was a traitor !!!! Clearly is !!! Mind he was one who got a letter at the funeral !!!! Linn wood sidney powell let it loose show the world what these people are !! Worst of the worst,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
You go man! That was great! Tell it like it is!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"I guess ""let them eat ice cream and here's $600"" didn't go over well, eh?",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
IT IS NOT A VACCINE,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"There are no reporters anymore, just an embarrassment to all of us.....",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Awesome.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Traitors,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Lead the way General!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"Good Night, Patriots 🇺🇸",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Our vote will never make a difference again. Why bother?? Politivians do not want to fix this shit.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Keep it up!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"I'M SICK OF THIS GAME BULLSHIT, I WANT ACTION, FUCK ""Q""!",OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
You hit the nsil on the head...I'm tired of hearing...we'll get them next time,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Love it! I think the Dems better get use to this ♥️,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Thank you to all the Patriots in DCStay peaceful,OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
Finally something to be proud of being from Louisiana. Thank you Mr. Steve Scalise for having the balls to stand up for Americans!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
It's truly incredible:,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
This is beautiful this is our America,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Sick! Sick! Sick!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
This is not good. #democrats #election2020results #constitution,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
How it works,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
This is important,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
WE ARE WITH YOU MR. PRESIDENT.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
...Senate chamber. Brain fart,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"""Dominion machines in 3 of the largest Republican precincts are down.They are told they cant scan their ballots because the machines dont work.The pole workers are saying 'When it's fixed we'll scan it for you'. There's all kinds of red flags""",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
It’s the color Revolution!,OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
Ha ha. You’re right. Especially the policeman.,OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
"Mitch is the WORST KIND OF TRAITOR BACK STABBER, SNAKE",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Patriot !! Thank you,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Awesome glad to have a level headed politician,OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
My account is down what's happening.,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
I think that the reason he is all alone on stage is that everyone knows how bad he is lying and is not wanting to be anywhere near him when he gets struck by lightning 🌩,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Thank you Senator,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Welcome to 8.4 million 2nd amendment supporters.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Good video. 👍,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Spoken Well Your Honour,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
I love! Literally LOVE Dinesh D'Souza! Is he married? 😘😘😘,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
"Unfortunately, the TRUTH no longer matters!",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Good morning ☀️,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
What is this shit and why will no one do anything about it?,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
So we lost all the senators.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
This man ruined my home state.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"Well, there wasn't any of us with our TV's & computer's shut down!!!!",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Best ever president 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸❤️🇺🇸🇺🇸🇺🇸,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Vernon Jones is a great patriot!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
The Jewish rulers of America are starting their propaganda against #Whites already. It will get worse:,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Definitely planned,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"Wait till digital money takes over, your acct. Has been deleted...",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Piss on his grave,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
....sure are .,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
GOTTA WATCH GOTTA WATCH PATRIOTS!!!!! MAGNIFICENT!!!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
You got that right.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"Thank you, be safe.",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"This needs to be re-posted. Media outlets are saying the machines ""broke"" when they didn't break. The algorithm FAILED!.",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Bod Bless Both of You!! Bill,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
You are the worst you will never represent me😡😡😡😡,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
I love happy endings!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Well done patriots. Follow me if you love all these photos and to see more,OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
Agree 100%,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
True Patriots!,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
"You don't kow how science works, do you ? So much stupid with you. Just sit back, and enjoy the changes coming. Whitehouse, Check, House Of Representatives , Check, Senate, CHECK !!! A.O.C is so happy, as is Pelosi, Senate MAJORITY Leader Shumer. This is GREAT !!!! Fuck me? No, I don't swing that way, go fuck a proud boi.",OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
"Chinese Billionaire #JackMa is missing. That's as his financial services company Ant Group braces for another major blow.And the #NewYork Stock Exchange announced an unexpected policy reversal. It was set to delist 3 Chinese telecom companies known to have ties to the Chinese Military. But now, that plan has been scrapped. Watch the full episode 👇",OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
Wow interesting insight Joe,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Traitor...,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
The Real Biden Tax Policy Plans Are Far Worse than Biden Pretends,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
The Best!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Good for you!! Time to fight for our Constitution,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
We are tired of the lies everywhere... In every election!! How much money did they pay to get the seats? That's how it seems. Who sold their ass to get a seat?,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
No one wants to hear another word from that guy’s mouth. We already know there’s no redeeming quality of any utterance from either him or his worthless brother.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
RIGHT,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"STAND UP FOR FREEDOM ! I SALUTE YOU , FREE PEOPLE !",OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
Congratulations Devin and Jim!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Just met him! He is fabulous!🇺🇸,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
I have the video of this and it is TRUE!!!!😡😡😡😡😡😡,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
I CAN'T take it...anymore. someone stop this...NOW,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
I'm fucking weak!😂😂😂,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
He should have left a long time ago. I am disappointed in him,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
A good man raised by a good father. This is what we need in America.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"It’s really fucked up when you KNOW THAT YOU KNOW THAT YOU KNOW that this is the United States of America and there is probably not many other places that have more cameras, listening devices and EVERY OTHER TYPE OF SURVEILLANCE THATS IN THE WORLD. And 5x more around capital and all major sites. Where is all that info??",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"She is dead! <a href=""/profile/SenateGOP/posts"" class=""at""><a href=""/profile/Senate/posts"" class=""at"">@Senate</a>GOP</a>@senate<a href=""/profile/Q/posts"" class=""at"">@Q</a>Anon<a href=""/profile/Q/posts"" class=""at"">@Q</a",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"Globalists money,and politicians greed is why we're where we're at. Eliminate the Globalists,everything else disappears.",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
That's because the stupid Rhino lost her seat in the Senate so she is screwing the American people,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
Huge Rally in DC turns ugly as some rush the Capitol.  At least one person shot.. we've got more including Rep Chip Roy FROM DC!  Plus what happened in GA? Get to the Joe Pags Show NOW! to hear or watch now at,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Some good news for a change!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
scum,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Way to go!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
T (@Rifleman4WVU) Tweeted:Predictable.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"What has happened to my country? How could Georgia elect a corrupt, racist, wife beater with no relevant experience to the United States Senate? Either this country is Completely lost or it was another stolen election.",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Good Morning Boss 👊😎🇺🇲,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
"One good thing is that these idiots are too ugly to breed.Antifa rioters in Philadelphia allegedly vandalized federal buildings, 7 arrested: Police",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
So where to believe Trump supporters broke in? Not until we get information on this it's normally BLM and antifa that dress up as Trump supporters and do that stupid bullshit.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Good move,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Valid observation,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"Yes. TOTALLY AGREE <a href=""/profile/RealTerrenceKWilliams/posts"" class=""at"">@RealTerrenceKWilliams</a> ! Millions of people feel this same way. Thank you for the courage to speak out!!!",OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
"Oh hell no!!! <a href=""/profile/flintbedrock/posts"" class=""at"">@flintbedrock</a> - flintbedrock - Fulton County, GA. has BLOCKED The Committee to...",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
WOW!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Resign! If you weren’t going to help you should’ve done it before!,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
"HILARIOUS: Donald Trump Jr's rant just now on the ""A-women"" prayer is the best thing you'll watch today.",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
I no longer trust the American election system. How about you?,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"We need to pray hard tonight for President Trump. May he be victorious in draining the swamp! For all you brave souls who are in DC supporting him, I pray for your safety. God bless you all! I was there for the firstone and it was amazing!",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Beautiful 💣💣💣💣💣💣💣💣💣💣💣💣💣💣💣💣💣💣💣💣💣💣💣💣💣,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Why 'Amen And A Woman' Is Far Worse Than It Might Seem,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"We know there is massive election cheating in Georgia. The same methods were used as on November 3rd. Of course Warnock “won”. This is truly awful. We have no America any more if elections are no longer free, fair, legal, and honest. I think each candidate should be given a set amount to campaign so they enter equal. No money from special interest groups. I think they should be paid like teachers so they realize they are truly the servants of the public; no extravagant benefits.",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
SO SICK OF ALL THE GAMES AND THE LIES. THESE MOTHER FUCKERS HAVE TO GO DOWN NOW. THIS HAS GONE WAY WAY WAY TOO FAR. THOSE ASSHOLES KILLED SOMEONE TONIGHT.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
We see it,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"More GA mess! <a href=""/profile/GaSecOfState/posts"" class=""at"">@GaSecOfState</a> The blind man, #BradRaffenerger denies all knowledge of these crimes. #GabrielSterling too.#followthemoney to #dominionvotingfraud!",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Fake. ANTIFA. Block it.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Hope it’s true,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
It stopped just like planned... had to figure out how many votes they needed to win by a super slim margin. The GOP in GA is full of complete spineless idiots...just like the ones in DC.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
“We will win!”Story....👇👇👇,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Interesting . . .,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"Kimberly Guilfoyle: President Donald Trump has been the most transformative, impactful president this incredible country has ever seen",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"a href=""/profile/FBI/posts"" class=""at"">@FBI</a> WORTHLESS SHITS#dimeadozencreeps",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
#PenceTraitor is a Fucking Scab,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Make her famous,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"a href=""/profile/parler/posts"" class=""at"">@parler</a> censors.<a href=""/profile/John/posts"" class=""at"">@John</a> is a liar.This entire effort is like the Republican party; a complete and total failure.",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Excellent. And thats how its done.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"Listening to Trump speak at the rally. I'll tell you, this is the greatest leader this country has ever had. If only there were more Patriots like him we would be unstoppable",OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
Thank you brother man I'm in GA,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
She’s an idiot!,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
What the Hell Is Going on Here? Wuhan City Center JAM PACKED for New Year's Eve -- NY Times Square and London Empty,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
SCAMDEMIC,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
When u make ur middle me's favorite food and and he gets all happy n gives you a big hug 😀❤,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
What a wonderful site!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
"That was brilliant, Go Patriots.",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Awesome 👌,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Storming the capital? Well guess what? y’all still don’t have enough votes to win. #fuckingcrybabies #magaterrorists,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
And to all a good night...💋❤️🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁🦁,OPINIONATED,OPINIONATED,POSITIVE,NEGATIVE
House Republicans are DESTROYING the Democrats right now.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Thank you for being here,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Trying to tell you to quit shitting on us all and rubbing it in the damn election was fixed it was rigged,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"Why is Donald Trump not on Parler yet? Twitter is a disgrace. Pass it on! <a href=""/profile/EricTrump/posts"" class=""at"">@EricTrump</a",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
I am so proud of every Patriot in DC today,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Wow! This brings tears to my eyes! May God Bless America!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Sickening 🤬,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
It's time to start tribunals! That would empty the capital of most of the domestic traitors that have been stealing our country for years.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Looks like warnock is going to help the Dems ruin this country,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
"They are stealing from us again, these numbers just don’t look right",OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
He’s a great guy and he will stand u,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Scumbag traitor,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Love this!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Happy to be #american #godblessamerica,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
BULL SHIT !!!! THIS IS DISGUSTING AND DISTURBING,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Shame on us for allowing this to happen. What is wrong with us.,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
HERES YOUR PROOF NEWS MEDIA... YOU ARE WELCOME FOR US DOING YOUR JOBS!!!!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Thank you patriots!👍🏻🇺🇸,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Of coarse so predictable,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Look at that!,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Until they dumped all the fraudulent votes....,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Thank God. Senator Kennedy of Louisiana. I am Proud to be from Louisiana.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
She’s dumber than a box of rocks,OPINIONATED,OPINIONATED,NEGATIVE,NEGATIVE
Trump supporters? Look at the sign on this idiots hand...,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
"Vernon Jones officially a member of the Republican Party! Welcome, Vernon. You are one of our best and brightest. We thank you for your service and courage! #MAGA",OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
Perfect song for the happenings of today,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
It's amazing how God tries to warn us about things to come.You have to see this.,OPINIONATED,OPINIONATED,POSITIVE,POSITIVE
The NOT SO friendly skies #recallmittromney,OPINIONATED,OPINIONATED,NEGATIVE,POSITIVE
