,text,e_palak_label,e_ben_label
778,"Warning:the vaccine itself will increase the severity of the virus once person is actually exposed to covid. nobody is talking about this. crickets. this is my biggest fear. the people who think they need the vaccine the most are going to die from it the moment they’re exposed to covid.will this actually happen?odds are saying sofrom the research:Conclusions: These SARS-CoV vaccines all induced antibody and protection against infection with SARS-CoV. However, challenge of mice given any of the vaccines led to occurrence of Th2-type immunopathology suggesting hypersensitivity to SARS-CoV components was induced. Caution in proceeding to application of a SARS-CoV vaccine in humans is indicated.#covidvaccine #vaccine #vaccines #notovaccines #nomandatoryvaccines #novaccine #covid19 #covid",FEAR,FEAR
779,You dont see these videos on youtube so smash the ECHO button and follow me as well because i wil bring these videos upDC: a man is ecstatic after Trump complimented his bright red shoes at the MAGA Million March He said “it’s unusual” for a president to do something this personal with such a small motorcade You can see how happy this interaction made him,HAPPY,HAPPY
780,Wow 😃. I never thought I'd see the day 👏🏻👏🏻👏🏻👏🏻❤️❤️❤️❤️,FEAR,SURPRISE
781,EXACTLY. COMMUNIST INDOCTRINATION,DISGUST,DISGUST
782,"How dare Kelly Loeffler stand before the senate & change her objection to not objecting for AZ electors. She toured this state with President Trump for the last month in stop the steal rallies, while millions of Georgians took to the polls just yesterday & cast votes for her. Many of those votes were cast because it was important, not because she was the best person for the job. How dare she let the actions of a few, we all know Soros-backed, & their actions. Sw bowed to the let's intimidation & throw aside her supposed principles. Shameful coward. Georgians will not elect her ever to anything. We were so disgusted by the farce of the Senate debate, we couldn't even watch anymore. Cowards! Im ready to see what Trump has up his sleeve, proceed with te dirt. Let Operation Round Up begin!",HAPPY,DISGUST
783,Scumbags everyone of them.,DISGUST,DISGUST
784,"Pro-Trump Marine Goes Off on DC Police After They Mace Stop the Steal Protesters, 'We Had Your F***ing Back, But We Ain’t Got Your Back No More!'",ANGRY,ANGRY
785,Seems to me Pelosi knew Antifa was going to storm the building she seemed pretty nervous on the get go this morning. Wonder how much they were payed.Antifa is known for using fronts to riot and they certainly had a front here. Usually it's a BLM front then the riots.,FEAR,FEAR
786,Lets pray for this young lady,SAD,HAPPY
787,PEACEFUL PROTESTS,HAPPY,HAPPY
788,"The shocking news is the funding. Barack Obama in 2017, actually took $400 million, 14 pallets of cash, and that money was transferred over to different accounts. We have the exact travel plan of that cash. That was the plan, the funding, to unravel the Trump presidency.",SURPRISE,SURPRISE
789,"The left was scared to let Cruz, Harley and others speak today, so they sent their ANTIFA goons dressed like Trump supporters.",FEAR,FEAR
790,Mainstream media scramble for cover… – CITIZEN FREE PRESS,FEAR,FEAR
791,Streamable VideoMitt Romney on plane bound to DC with angry Patriots🇺🇸,ANGRY,ANGRY
792,Another one bites the dust,SAD,SAD
793,"She died, unfortunately!",SAD,SAD
794,This is GREAT,HAPPY,HAPPY
795,Oh I love this.,HAPPY,HAPPY
796,this was antifa! confirmed!,ANGRY,ANGRY
797,🚨📢🚨📢🚨warning !!!!🚨📢🚨📢🚨📢🚨 🚨📢🚨📢🚨fake DC cop alert🚨📢🚨📢🚨 BE AWARE PATRIOTS🖤💋,FEAR,FEAR
798,So sad. But I've been telling you all for a week. I will expect the apology emails will be arriving soon?,SAD,SAD
799,"Absolutely tragic. A Canadian wife tried to prevent her husband from being killed by doctors, but courts sided with his death.",SAD,SAD
800,Treatments not part of the narrative for the communist takeover. We are supposed to be so scared to death of Covid that we just stop living.,FEAR,FEAR
801,We love you President Trump 💞💞,HAPPY,HAPPY
802,My heart is aching for her husband. My heart is aching for her loss. My heart is aching for America.,SAD,SAD
803,Wohooooo! 🇺🇸🇺🇸 so want to be there!!!!,HAPPY,HAPPY
804,Words fail me,SAD,SAD
805,I am afraid Pence is going to sell us out,FEAR,FEAR
806,"I fear  @Name Hidden  is walking into trap tomorrow. Led by Pence <a href=""/profile/VP/posts"" class=""at"">@VP</a> @Mike_Pence. A few Senators will object. Limited debate & they will certify Biden. Coup then complete.President must execute EO on foreign influence this evening & order full audit, including down ballot.",FEAR,FEAR
807,"So all of a sudden our elected officials are fearful of their lives. Welcome to our world. We are fearful of losing our lives to the socialism, Covid lockdowns, Loss of jobs, unemployment. We are fucking fed up!",DISGUST,FEAR
808,Happy little blue.,HAPPY,HAPPY
809,"I am holding my breath, hoping that we have what we need! I have a feeling this will be it! 🇺🇸🇺🇸🇺🇸#stopthesteal #bidencheated #fightfortrump #trump2020 #fightlikeaflynn",FEAR,FEAR
810,It was probably the FBI doing the terrorizing,FEAR,FEAR
811,I’m also mad as hell. I’m not gonna take liberal fascism anymore.,ANGRY,ANGRY
812,"An unnecessary death, my prays go out to her family",SAD,SURPRISE
813,Wow! More recent info indicates BHO involved,SURPRISE,SURPRISE
814,Congress is love on CSPAN. Everyone needs to be there!!! At the congress,HAPPY,ANGRY
815,this dirtbag should have been locked up decades ago.,DISGUST,DISGUST
816,Very sad to see that much destruction and waste of the animals It wasn’t hunting it was killing,SAD,SAD
817,"NOTHING TO SEE HERE, ************",DISGUST,DISGUST
818,OK this is pretty telling and disgusting,DISGUST,DISGUST
819,"What say all of you? I'm trying to follow all the info, and so many people have come forward - it makes me wonder? But most of all, it makes me afraid for all elections going forward. Will we ever have another transparent and accurate election?",FEAR,FEAR
820,"@tomfitton<a href=""/profile/linwood/posts"" class=""at"">@linwood</a>Everyone and their Uncles know Seth Rich was murdered and WHY.So you all are afraid to tell the truth because of>>?Tom will not do itMr. Wood, you need to do it NOW!",FEAR,FEAR
821,Wikileaks founder Julian Assange will not be extradited to the US after a shock ruling in his favour at London’s Old Bailey courthouse.,SURPRISE,SURPRISE
822,This kind of looks staged. My final thought for today is WTF,DISGUST,DISGUST
823,THERE WILL COME A TIME NONE OF THEM WILL BE ABLE TO WALK DOWN THE STREET.BIGGEST FEAR.PUBLIC AWAKENING.Q,SAD,FEAR
824,"Washington, D.C. 🇺🇸 We The People 🇺🇸 God bless you all for being there!!it's all about the people, power to the people, reclaiming your sovereignty, that number of happy people together in one place in peace EXPECT MIRACLES , Oh yes Peace shall overcome",HAPPY,HAPPY
825,Love this!’,HAPPY,HAPPY
826,Why is this POS NOT IN JAIL?????,DISGUST,DISGUST
827,"Sadly Ithink <a href=""/profile/linwood/posts"" class=""at"">@linwood</a> is right.Pence did not represent #wethepeople.#dcprotests #stopthesteal",SAD,SAD
828,Sounds like a PLAN to me💥💥👇,HAPPY,HAPPY
829,So sad,SAD,SAD
830,I’ll be going live tonight to discuss today’s events. Any case you haven’t figured it out yet I’m a bit fired up. You may want to tune in. I will link in another post,ANGRY,ANGRY
831,Because he’s dirty too.....,DISGUST,DISGUST
832,"Speaker sounded scared. That’s good. You better be, motherfucker. The fallout from this sham election will be #biblical 🏴‍☠️",FEAR,FEAR
833,Video: HuffPost Contributor Goes Ballistic On Men Drinking Coffee Without Masks,ANGRY,ANGRY
834,In the LA area. Anyone want these books. They brought me joy and now they can bring joy to someone else.,HAPPY,HAPPY
835,The Violence of Antifa Meme,ANGRY,ANGRY
836,The anxiety is real!!,FEAR,FEAR
837,Sounds like #Antifa,ANGRY,ANGRY
838,Please pray for her family 🙏 This is Ashli Babbitt a true patriot showing her support for  @Name Hidden  today at the #stopthesteal rally.She was killed because punk Antifa members pretending to be Trump supporters decided to break into congress smashing windows and threaten police. These are her last texts. May she Rest In Peace 😢,SAD,SAD
839,Scary but very interesting. I hope we win.,FEAR,FEAR
840,THIS CANNOT STAND!,SAD,DISGUST
841,We are coming for what's ours and we are taking it back! No more fucking asking!!,ANGRY,ANGRY
842,If I saw this I go to a hardware store and buy four big locks and I would like those things up... and watch the panic of those trying to open up with one key 😎🇺🇸,FEAR,FEAR
843,This is war! We need to start acting like it!,ANGRY,ANGRY
844,"a href=""/profile/PatriotInBK/posts"" class=""at"">@PatriotInBK</a> A couple that I know went! Said it was amazing. Law abiding and peaceful citizens gathering together for the greater good! So sad what transpired at the Capital though. 🇺🇸🇺🇸🇺🇸",SAD,SAD
845,Contemptible police,DISGUST,DISGUST
846,I am afraid this country has seen the LAST free and honest election.,FEAR,FEAR
847,Hahaha Good!!!,HAPPY,HAPPY
848,Our country is in trouble and it saddens me that there’s not complete outrage on what’s happening right now? The election in Georgia turned out just like the presidential elections in November the counts stopped and all of a sudden more ballots are coming in? Our country is finished as we know it.,SAD,SAD
849,This POS,DISGUST,DISGUST
850,He is too despicable!!!!,DISGUST,DISGUST
851,"I know this is super depressing for everyone tonight, but this is still God's country and I for one will NEVER give up fighting for her.",SAD,SAD
852,Remember when we mocked Doomsday Preppers? Those were Good times....,HAPPY,HAPPY
853,Find and destroy These filth. It is past time,DISGUST,DISGUST
854,RECORDING: Federal agents “coerce” USPS whistleblower Hopkins to water down story. Hopkins doubles down...Agent Strasser: “I am trying to twist you a little bit”“I am scaring you here”...” we have Senators involved...DOJ involved...reason they called me is to try to harness.”,FEAR,FEAR
855,"We at the bring of war in this nation, and the people have spoken, it would be unjust pence says to do his job, what a sad day for this nation what a sad day for this world, for John wrote in Revelations that Babylon the great will fall we have fallen, to arms to arms my fellow brethren and Patriots,!!! III",SAD,SAD
856,Shoot this POS,DISGUST,DISGUST
857,Suckerberg is at again...,DISGUST,DISGUST
858,"This is the first time in my life that I am in fear of what the next four years will bring! To see our country and our democracy to fall into decay with the ideology of win at all costs and what ever it takes for political power is frightening! I truly doubt we have now become a banana republic where votes are bought and sold to achieve their desired outcome! The Democratic/Socialist Party has forever changed America and will be the downfall of this great country!The true racists, bigots and oligarchs stole the 2020 Presidential election with a flawed candidate whose mental capacity is diminishing daily and whose #2 is the Queen of bias and dislike for this country!Oh Lord pray for all of us for they do not know what they have done to this great country!",FEAR,FEAR
859,This is crazy there’s no way this is possible. It’s the exact same pattern there’s a huge lead then there’s a dump. It’s so obvious how is no one doing anything about this? #stopthesteal,HAPPY,DISGUST
860,He's got history credentials?,SURPRISE,SURPRISE
861,"For decades, Rush has been opening our eyes and educating us about the evils and agendas of Leftism. What a tragedy if his life’s work is destroyed by the very things he’s warned us about all these years. We won’t have him around much longer, and God willing, he gets to see us successfully stand up and fight for our freedom.",SAD,SAD
862,What scum,DISGUST,DISGUST
863,Kick fucking ass !,ANGRY,ANGRY
864,"this is disgusting, traitors to america",DISGUST,DISGUST
865,Now we go on the offense.,ANGRY,ANGRY
866,BREAKING: President Donald Trump has conceded.,SURPRISE,ANGRY
867,"When friend and family members don’t understand why were so pissed, show them this.",ANGRY,ANGRY
868,WOW!!,SURPRISE,SURPRISE
869,What a POS,DISGUST,DISGUST
870,Love this,HAPPY,HAPPY
871,We as true patriots must take out this trash..The government has left it to us.You know what to do.Your lifeFor GOD and COUNTRY,DISGUST,SURPRISE
872,Commonwealth of Australia 🇦🇺 registered with the US SEC. looks like we’ve been registered since 1933. Who knew huh?,SURPRISE,SURPRISE
873,Just curious did anyone else get a $600 stimulus payment in the last week or so??,SURPRISE,SURPRISE
874,"SCARY.The level of sustained and precise balance they exhibit is completely unnerving. I found it was really kind of them allow sheep to understand that there is no way they could be used against us because they're dancing.There is literally no way a dancing robot could be used to precisely target living, breathing beings, right?",FEAR,FEAR
875,"Since Americans want to be free, let’s once again remind ourselves that “If restaurants scare you - stay home. If airline travel scares you - stay home. If bars scare you - don’t go there. If working in an office scares you - quit and work from home. If you want to wear a mask - by all means wear one. But for the rest of us, please leave us alone.”",FEAR,FEAR
876,Ha ha ha,HAPPY,HAPPY
877,News alert:,SURPRISE,SURPRISE
878,"I have no idea extent of blackmail scheme of raping & killing children but given the number of agencies involved, the hundreds of thousands of missing children, & the otherwise inexplicable actions of many powerful officials, celebrities, & business leaders, I fear the worst.",FEAR,FEAR
879,Incredible! Twitter Prohibits Users From Sharing or Liking President Trump’s Video Message Calling For Peace!! [VIDEO],SURPRISE,SURPRISE
880,SURPRISE SURPRISE!!! Georgia Dominion machines are down in 3 Republican areas.,SURPRISE,SURPRISE
881,Fawk Tucker Carlson he said what he needed to for ratings same as Hannity and Ingram,FEAR,FEAR
882,We love you,HAPPY,HAPPY
883,"Tomorrow is a big day. My support and prayers go out to all exercising their right to assemble in DC today and especially tomorrow. This is a chance to show everyone that we won't back down. No doubt, we will see the media calling this a ""far right"" or ""white supremacist"" movement. But stay strong. Antifa, blm, and the left are going to start fights to make this look violent. This is a planned and calculated attempt to send a message... Conservatives and patriots are not welcome. This means they fear us. We are the only thing standing in their way#holdtheline",FEAR,FEAR
884,Disgusting man!!,DISGUST,DISGUST
885,"🚨Big news this morning 🚨Full List: 77 Representatives, 13 Senators Pledge to Object to Electoral VotesEcho 🎉 🎉",SURPRISE,SURPRISE
886,Biden is spewing lies. There were a few that broke into the capital. Millions were outside peacefully protesting. The crap he is spring is disgusting. Antifa burnt down cities and he stood silent. This is disgusting.,DISGUST,DISGUST
887,This is absurd,DISGUST,DISGUST
888,95% dirty,DISGUST,DISGUST
889,I love this!!!,HAPPY,HAPPY
890,Happy Defendence Day!,HAPPY,HAPPY
891,"I am truly saddened and disappointed in what should have been on me of the greatest moments in this country. That is the people's house. All that needed to be done was to go in, sit down and stay. That is a peaceful protest, and THAT could have changed the world. #howcouldyouleave",SAD,SAD
892,"PATRIOTS ARRIVE IN D.C. – FIRED UP, READY TO TAKE BACK THEIR COUNTRY! FREEDOM IS RINGING OUT! – THE MARSHALL REPORT",ANGRY,ANGRY
893,Hardest working president ever. Sad the media will never show all what he did for our country. And how much he love It,SAD,SAD
894,Proud Of My Boys and my country.,HAPPY,HAPPY
895,Horrible,DISGUST,DISGUST
896,Now they are VERY nervous at CNN and NBC.,FEAR,FEAR
897,America is facing the darkest times in history. President Trump is facing a coup and he must use his constitutional rights to confront the enemies of the Republic. ECHO if you support resistance,SAD,SAD
898,Unbelievable information!!!,SURPRISE,SURPRISE
899,FLASH: @Mike_Pence has unfollowed  @Name Hidden  on twitter.,SURPRISE,SURPRISE
900,I’m praying with you Kimmy. A young woman who should not be dead tonight. Pray for Ashli Babbit’s family,SAD,FEAR
901,Love this idea!! 🇺🇲Share and follow!👇👇,FEAR,HAPPY
902,Sad But true 😑,SAD,SAD
903,"Perhaps he is worried that the American people will demand war when they find out how the Chinese helped the Democrats steal the election. We shouldn't declare war on China, we should sell the Democrats to China, and they can recoup some of the money through organ harvesting.",FEAR,FEAR
904,What has today tragedy got todo with the Steal...,SAD,SAD
905,corrupt POS,DISGUST,DISGUST
906,These traitors and charlatans have destroyed the party of Lincoln. Sad but the Patriots Party will be the rebirth of the nation,SAD,SAD
907,Rentboy pervert Graham.,DISGUST,HAPPY
908,Absolutely! I will not go down without a fight. I will not allow these criminals to destroy our nation. This is WAR!!! Death to the left!,ANGRY,ANGRY
909,Wow! Happening now at the California state Capitol!,SURPRISE,SURPRISE
910,"Besides everything else today, the true sadness is the only people who stayed loyal to the POTUS were the American people. All others bailed when the going got tough. So sad.",SAD,SAD
911,war...,ANGRY,ANGRY
912,Panic in DC 🚨,FEAR,FEAR
913,Mostly peaceful.,HAPPY,HAPPY
914,While I gently weep. Wish I was there,SAD,SAD
915,"2017: “Russia hacked the election!” 2018: “Russia really, really hacked the election!” 2019: “Impeach the Putin puppet!” 2020: “What if Russia hacks the election again?!” 2021: “We can’t question the sanctity of the election.”",FEAR,FEAR
916,Prayers. You have fought the good fight. RIP.,SAD,SAD
917,Is it just me or anyone else JUST PLAIN fed up with watching any news,DISGUST,DISGUST
918,'*' BREAKING NEWS: '*'‘Trump Is Not Conceding. Something BIG Is Happening’; Wayne Allyn Root Delivers Urgent Message To America,SURPRISE,SURPRISE
919,Panic,FEAR,FEAR
920,I do believe the Patriots were used today and hung out to dry. Its a sad sad world when things like today happened. Patriots were promised alot today and was delivered nothing. I think its over and Trump won't do anything to change the out come. I say this cause I want people to be ready for whats coming. We can't keep relying on Trump to save our country cause if he was going to he would have done it by now!,SAD,HAPPY
921,This is really sad to watch. Especially when you fee there is nothing you can do.,SAD,SAD
922,Good for you!,HAPPY,HAPPY
923,BQQM 💥💥💥,HAPPY,HAPPY
924,Horseshit,DISGUST,DISGUST
925,✌🏼🇺🇸Today is A Good Day ✌🏼🇺🇸💕💕💕Donald J. Trump💕💕💕✌🏼🇺🇸Still My 💝 PRESIDENT ✌🏼,HAPPY,HAPPY
926,"🚨 Call to Action Patriots🇺🇲Much fear in our nation. First and foremost, Pray. Second, may your heart be at ease. There is lawful authority, under the U.S. Constitution, for ""We The People"" to stand-up to a wholly corrupt gov't.It'll be Constitutionally organized & lawful.",FEAR,FEAR
927,"I genuinely feel bad for <a href=""/profile/JakeAngeli/posts"" class=""at"">@JakeAngeli</a> - ""conservatives"" here are way too fast to tear down a true patriot!",SAD,SAD
928,"Have a great day, everyone! 😎",HAPPY,HAPPY
929,The truly sad thing about today was that a military veteran was shot by police protecting the people that have been supporting the domestic terrorists that started all the violence at their behest and for their political benefit.,SAD,SAD
930,My godThese fuckers are shameless,DISGUST,HAPPY
931,"""BREAKING: A source tells me The Defense Department has just denied a request by DC officials to deploy the National Guard to the US Capitol."" - Aaron C. Davis (Investigative Reporter for The Washington Post.)",SURPRISE,SURPRISE
932,"No, what Chatham County GA is doing is not normal. This is the same load of camel dung that caused voters to question the integrity of the GA electoral outcome the first time. So GA officials' method to reaffirm that nothing suspicious is going on in the runoffs is..... stopping the count AGAIN?!They brazenly do this right in our faces and the Conservative Inc. cons and election officials just virtue-signal all over Twitter telling people to roll over and play dead and pretend this is okay because ""muh, Trump's fault!"" Disgusting.",DISGUST,DISGUST
933,We love you President Trump! ❤️🙏🇺🇸,HAPPY,HAPPY
934,im afraid he is right..cops are more corrupt than we realized.. Back only the good blue..,FEAR,FEAR
935,"Sick ""A vice president at Columbia University allegedly sexually assaulted an 11-year-old girl in his house — before playing a round of golf, authorities said Tuesday.""",SAD,SAD
936,"Acts 5:1-5. But a certain man named Ananias, with Sapphira his wife, sold a possession,2 And kept back part of the price, his wife also being privy to it, and brought a certain part, and laid it at the apostles' feet.3 But Peter said, Ananias, why hath Satan filled thine heart to lie to the Holy Ghost, and to keep back part of the price of the land?4 Whiles it remained, was it not thine own? and after it was sold, was it not in thine own power? why hast thou conceived this thing in thine heart? thou hast not lied unto men, but unto God.5 And Ananias hearing these words fell down, and gave up the ghost: and great fear came on all them that heard these things.",FEAR,FEAR
937,"Patriots today was not a good day for us. The left got exactly what they wanted from this incident. It may not have been Trump supporters to storm the Capital building, but we all knew the story was going to be President Trump insights violence. This is a sad day....",SAD,SAD
938,I always distrusted the bastard,DISGUST,DISGUST
939,Fight!,ANGRY,ANGRY
940,This is beyond scary. God protect marchers in DC.,FEAR,FEAR
941,It makes me sick. This was all a set up.,DISGUST,DISGUST
942,Thank you!🙏❤️🇺🇸,HAPPY,HAPPY
943,It's truly incredible:,SURPRISE,SURPRISE
944,I applaud you !,HAPPY,ANGRY
945,Not shocking. Flu and cold are ALL now registered as Covid to inflate the numbers and keep the fear factor going to control your lives!!! Masks off.,FEAR,FEAR
946,Oh man this breaks my heart,SAD,SAD
947,Wow...,SURPRISE,SURPRISE
948,Terminated,SURPRISE,DISGUST
949,It is sad that Hong Kong thinks more of America then some Americans do,SAD,SAD
950,Frightening too!,FEAR,FEAR
951,"💣❗....on LOU DOBBS!! DAVID HANSONProfessor JUST EXPLAINED, IF YOU ARE IN A MAJORITY BUT YOU DON'T HAVE SEVERAL GOOD & VISIBLE LEADERSWHO WILL SAY NO! YOU WILL BE FRIGHTENED, MANIPULATED, SMEARED, BY THE WORLD MOST POWERFUL COMINTERN CONGLOMERATE =NWO-UN&SUBSIDIARIES, BIGTECH'S, MSM'S, WALLSTREET GLOBALIST, LOBBYISTS LAWYERS, POPA,CHINKS!,BOUGHT OVERPAID TREASONOUS HOMEGROWN COMRADES POLITICIANS!🤔.....IN SHORT, TO BE ABLE TO SAVE OUR CONSTITUTIONAL REPUBLIC, ONLY ONE WAY LEFT!!( because we leftTHOSE COMINTERN MERCENARIES in the last 65 years to flood our SOCIETY!)🙏🏻👨‍👩‍👧‍👦🇺🇸❗DECLARE, MARTIALLAW!!....etc...",FEAR,FEAR
952,"10 Fitness Fixes To Suit Your Mood#parlerhealthcareSAD - When you’re feeling blue the last thing you want to do is surround yourself by overly happy people who are dancing their hearts out as if they’re in a high school musical. Instead of going to a dance or aerobic class, and being surrounded by overly enthusiastic and happy people - the type of people that are happy on a monday morning - go for a swim instead.#womenshealth #healthyfood#parler #parlerusa #parleruk #parlerksa#health #healthcare #healthy #healthylifestyle #naturalhealth#holistichealth #weightloss #healthyeating#transparency2020 #saudiparler #parlerfrance #endthedemocratcommunistparty#parlerbrasil #parlercanada #parlersaudi #parleraustralia #transparency #ksaparler #parlernl#gunsofparler#parlerglobal #healthyeating #holistichealth#healthfreedom #parisaccord #diet #healthyliving",SAD,SAD
953,"On the bright side, Mitch McConnell will probably NEVER be Majority Leader again.",HAPPY,HAPPY
954,Totally staged!,DISGUST,DISGUST
955,RIP.,SAD,HAPPY
956,Seriously crying now,SAD,SAD
957,My thoughts and prayers go out to Ashley’s family. May she Rest In Peace. Her killer WILL NOT GO UNPUNISHED FOR HER UNJUSTIFIED DEATH. 🙏🇺🇸 😢#wethepeopledemandjustice,SAD,SAD
958,"BE WARNED. *NO THREAT*WHEN THE WAR STARTS.. (and it might be tomorrow) MASKERS ARE THE FIRST TARGETS.... its like a bullseye.PLEASE REMOVE THE MASK AND JOIN THE PATRIOTS.That is all.***I LOVE AMERICA, but if you're a democrat.. you've earned the fear you might be feeling *** PRAY TRUMP WINS.",FEAR,FEAR
959,"Check out this disgusting behavior by conservatives today. Oh wait, this is a picture of thousands of liberals who took over the Wisconsin Capitol in 2011 and were praised for doing so because they were protesting against Republican Governor Scott Walker.",SAD,DISGUST
960,"a href=""/profile/SouthernBelle59/posts"" class=""at"">@SouthernBelle59</a> I don’t care who they were! Losing your life is a very sad thing. We have been left without hope. That’s where people are. Fussing at them and berating your own people will get us nowhere!",SAD,SAD
961,Beautiful!#Breaking #MarjorieTaylorGreene #TrumpWon #Mask #Trump #DonaldTrump #President #Georgia #Wisconsin #Election #Michigan #Arizona #Pennsylvania #UnitedWeStand #TrumpRally #Liberty #Justice #WeThePeople #Patriot#TrumpWon #FightForTrump #intelligence #Pentagon #Defense #Biden #Truth #StayStrong #Believe #KeepTheFaith #POTUS #HappeningNow #Vaccine #virus #AmericaFirst #TeamTrump #Trump2020 #USA #Texas #Faith #Freedom #Justice #StopTheSteal #CancelTheCoup #News #InfoWars,SURPRISE,SURPRISE
962,Pence Betrayed our Beautiful President So heartbroken!!!!!!!!,SAD,SAD
963,This is what happens when the GOVERMENT Finally fears its people !!,FEAR,FEAR
964,🙄..... shocker..,SURPRISE,SURPRISE
965,Love it Patriots,HAPPY,HAPPY
966,Such Bullshit,DISGUST,DISGUST
967,Looking rigged again,DISGUST,DISGUST
968,If this is true the Jan 20th event needs to be pushed out 6 to 9 months pending a complete investigation. There has to be someone in the FBI who is honest and can be trusted to complete the investigation and come back with the true facts! His statements are just down right scary and very believable.....,FEAR,FEAR
969,Unity people unity! Yeah right. They’re disgusting chicken shit garbage. One way or another this has to stop. You would pray they had more sense than to want a war.,DISGUST,DISGUST
970,PLEASE DON'T HATE MY CAPS IT'S IMPORTANTSo i SUCCEEDED in getting these COVID19 TANKER TRAINS PROVEN 100%BEFORE JAN 6th (barely but i did it)I AM TELLING EVER AMERICSN THERE IS A HUGE CHANCE THESE ARE PART OF A BIGGER PLOTI am a PATRIOT I AM TRYING TO SAVE LIVES----BUT BEING IGNORED BY ----EVERY NEWS COMPANYEVERY CELEBRITY I CARE ABOUT AND FOLLOWAND EVERY OTHER PERSON THAT MATTERSNOBODY LOOKS AT NOTIFICATIONSAND IGNORE ALL OF THEIR FOLLOWERSEVEN DIRECTLY LINKINGANDDIRECT MESSEGESSTILL IGNOREDI FEAR IF THIS DON'T GET OUT TONIGHTAND BY JANUARY 6thTHIS HAS TO BE DONE WHILE TRUMP IS IN OFFICE,FEAR,FEAR
971,HER CAREER IS OVER!! SHE'S ONLY RICH & I'M SURE HER HUBS AIN'T FUCKING HER!!! SAD BUT TRUE. SHE FUCKED HERSELF!! THAT'S GOTTA B A LONELY LIFE KNOW MATTER WHAT!!,SAD,SAD
972,"Psalm 2:1-12 God's Son Shall Reign1 Why do the heathen rage, and the people imagine a vain thing?2 The kings of the earth set themselves, and the rulers take counsel together, against the Lord, and against his anointed, saying,3 Let us break their bands asunder, and cast away their cords from us.4 He that sitteth in the heavens shall laugh: the Lord shall have them in derision.5 Then shall he speak unto them in his wrath, and vex them in his sore displeasure.6 Yet have I set my king upon my holy hill of Zion...10 Be wise now therefore, O ye kings: be instructed, ye judges of the earth.11 Serve the Lord with fear, and rejoice with trembling.12 Kiss the Son, lest he be angry, and ye perish from the way, when his wrath is kindled but a little. Blessed are all they that put their trust in him.",FEAR,FEAR
973,Yet the vast majority still don’t see itThis is a sad time for our great nation,SAD,SAD
974,lease sharedisgusting piece of shit,DISGUST,DISGUST
975,"“If Democrats are 100% convinced that Biden was fairly elected, they would have no objection for a thorough investigation and analysis of the election results. By objecting to an investigation, they are admitting they are afraid that discrepancies can be found.”",FEAR,FEAR
976,Very sad day iN AMERICA!!,SAD,SAD
977,Disgusting.,DISGUST,DISGUST
978,I was watching live and this is true. They were evacuated due to possible bomb threat prior to anyone going into the building.,FEAR,FEAR
979,"According to the United States Flag Code, hanging the flag upside down is a signal that the owner of the flag is in extreme danger. The person's life or property has to be threatened. If the flag is hung upside down, military personnel recognize this as a call for help.",FEAR,FEAR
980,These are antifa and blm people,ANGRY,ANGRY
981,Sad,SAD,SAD
982,"IM SORRY!!! I’m sorry I led the senate charge to contest the election! I didn’t mean for anything like this to happen! I never wanted anyone to get shot! I just wanted Donald Trump’s favor. I have blood my hands! Oh God, oh fuck!!",SAD,SAD
983,Thank you!!!!,HAPPY,HAPPY
984,Happy Wednesday everyone!!,HAPPY,HAPPY
985,A lot of mico penis's on here tonight! Laughing my ass off because they have such useless lives they have to come here for their entertainment! Keep stroking your little dicks !,DISGUST,DISGUST
986,"⚔️NEW - Xi Jinping orders China’s military to be ready for war ""at any second"" as the country’s armed forces kicked off the year’s military training and exercise on Monday.#ccp #china #military",SURPRISE,SURPRISE
987,"Wow! This is unbelievable follow <a href=""/profile/DonaldTrumpfor2020/posts"" class=""at""><a href=""/profile/DonaldTrumpfor2020/posts"" class=""at"">@DonaldTrumpfor2020</a></a",SURPRISE,SURPRISE
988,"Pro-Trump Marine Goes Off on DC Police After They Mace Stop the Steal Protesters, ‘We Had Your F***ing Back, But We Ain’t Got Your Back No More!’",ANGRY,ANGRY
989,Assault. Clear as day.,ANGRY,ANGRY
990,Let’s go Patriots!!! 🙏🏼💪🏼🇺🇸🇺🇸🇺🇸,HAPPY,HAPPY
991,The deep state is afraid of Trumps support. They will try to take him out.,FEAR,FEAR
992,This is millions of Patriots using the Washington Monument to give Democrats the biggest middle finger in history. 🖕,ANGRY,ANGRY
993,I have concerns that information from Kappy was not delivered to  @Name Hidden  & his effort to get it to President may have caused his death.I am aware that my life is now at great risk. But I put my faith in God. I prayed before I made the decision. I had to reveal TRUTH.,DISGUST,FEAR
994,This breach is Antifa,ANGRY,ANGRY
995,A beautiful moment in time I will never forget.,HAPPY,HAPPY
996,Very sad. Obviously excessive force.,SAD,SAD
997,"The normally pro-police demonstrators became angered as the officers kept them from entering the plaza. “You lost both sides of support,” one protester yelled. “We had your f**king back, but we ain’t got your back no more.”",ANGRY,ANGRY
998,They are canceling flights to DC Because of a terorist threat. Yeah right,FEAR,FEAR
999,eriod!,HAPPY,DISGUST
1000,The young woman shot today has died. Tragic.,SAD,SAD
1001,"WATCH: Rockstar Utah Patriots Also Confronted Mitt Romney at the Airport, Before Chanting 'Traitor' on His Flight",ANGRY,ANGRY
1002,Want a smile...watch this!,HAPPY,HAPPY
1003,"Sad, the only thing I could ever say positive about a Democrat is at least those crooked vipers stick together!",SAD,SAD
