,text,subjectivity,polarity
794,"El Rey Felipe VI reivindica la Constitución ante Sánchez en el día de la Pascua Militar. Ante un Gobierno empeñado en erosionar nuestro pacto constitucional, el Rey ha recordado que la Constitución «es el origen de la legitimidad de todos los poderes»:",NEUTRAL,
795,it's like Nazi Germany! hey!,NEUTRAL,
796,I love this!!!,OPINIONATED,POSITIVE
797,Well sir law enforcement is DC is worthless. Patriots will be forced to Plan B. 😉,OPINIONATED,NEGATIVE
798,Communist have taken over DC! How pathetic what our nation's capital has turned into thanks to the DemoRats and RINOs.,OPINIONATED,NEGATIVE
799,Love it!!,OPINIONATED,POSITIVE
800,Rotten and no good,OPINIONATED,NEGATIVE
801,What a wonderful site!,OPINIONATED,POSITIVE
802,🔴 LIVE: STOP THE STEAL Coalition Pre-Rally at Freedom Plaza Ahead of Tomorrow's Big Events in DC - YouTube,NEUTRAL,
803,"Is your Senator a freedom fighter like <a href=""/profile/KLoeffler/posts"" class=""at"">@KLoeffler</a>? Remind your Senator/House Member of the oath they took for YOUR freedom.",NEUTRAL,
804,How unfortunately!😒,OPINIONATED,NEGATIVE
805,😱🤷‍♂️🤷‍♂️😡😡🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 Biden will be president Hang Mike Pence 😡😡😡😡😡,NEUTRAL,
806,Peter Navarro Releases “Art of the Steal” Report 👇,NEUTRAL,
807,"The woman who was shot in the neck and killed inside the Capitol building on Wednesday afternoon has been identified as Ashli Babbitt, a 14-year veteran who served four tours with the U.S. Airforce.",NEUTRAL,
808,"COPIED TEXT (woah!!!)🇺🇲✈ATALANTA AIRPORT NEWS: WHAT WAS GOING ON AT ATLANTA AIRPORT LAST NIGHT?✈🇺🇲Most People thought it would never, ever happen. PRESIDENT TRUMP isn't messing around. Once again, future proves past. Enjoy the movie!January 6th will be wild!?!",NEUTRAL,
809,The woman that was shot by Capitol Police has passed away. May she Rest in Peace!The Shooter needs to be prosecuted for Murder!!! @Name Hidden</span,NEUTRAL,
810,"Remember people, they are laws to prevent this kind is crap: The Smith Act of 1940 made it a criminal offense for anyone to knowingly or willfully advocate, abet, advise, or teach the duty, necessity, desirability, or propriety of overthrowing the Government of the United States or of any State by force or violence, or for anyone to organize any association which teaches, advises, or encourages such an overthrow, or for anyone to become a member of or to affiliate with any such association.Again, violence is not the answer (unless you’re the left, an alphabet group member, brown and white people lives don’t matter or as you know them, BLM.Someone has already been shot for this stupid action, stop now.",OPINIONATED,NEGATIVE
811,"Where were this women's people/ group when this savage did this?  Heads on swivel & do NOT allow anyone to get THIS close to anyone in your group!  We are defined, as a society and as individuals, by how we protect our most vulnerable.  Tip: roll with the right kinds of people on the D.C. streets today!",NEUTRAL,
812,#HOLDTHELINE PATRIOTS!,NEUTRAL,
813,Brilliant,OPINIONATED,POSITIVE
814,You’re a disgrace,OPINIONATED,NEGATIVE
815,Thank you Patriot!,OPINIONATED,POSITIVE
816,Absolutely gorgeous photo of a HUGE number of Patriots!,OPINIONATED,POSITIVE
817,Hahaha this is going to get alot worse for you traitors!,OPINIONATED,NEGATIVE
818,#obama #italy #electionfraud #dominion,NEUTRAL,
819,"Twitter just freeze his account, what the hecks is going on. Enemy is trying to block all the communication at this time brace your self.",OPINIONATED,NEGATIVE
820,DC police protected BLM after attacking a patriot...,NEUTRAL,
821,Damn straight,NEUTRAL,
822,Stupid commie cops of Washington.,OPINIONATED,NEGATIVE
823,"At what point are the politicians, both Democrats and Republicans, and the MSM going to start taking responsibility for what is happening in our country right now.??? Stop blaming the citizens of this country for the mayhem that is happening. You divide us, lock us down, take away our rights and push us to our breaking point and then you blame us! I’m not condoning the violence in this country but I am blaming the establishment and the media not We the People. 😡 #wethepeoplehavethepower",NEUTRAL,
824,The moment we realized that this is a staged psyo,NEUTRAL,
825,Parler is now an enemy of The United States. It’s a terrorist training camp and should be shut down.,OPINIONATED,NEGATIVE
826,The agitators in DC are wearing mask!!! those are not patriots!!!!! Watch your six!!!!,NEUTRAL,
827,"We’re screw! Idiot puppet running America . Who the puppet master , china?",OPINIONATED,NEGATIVE
828,This whole “take over” was a setup so they could blame Trump. The theatrics of the left is astonishing. Those were Antifa in the Capitol.,NEUTRAL,
829,Trump is going to jail and he knows it. Absolutely delicious.,OPINIONATED,POSITIVE
830,As he tells her he was not voted in to work for his constituents. “That’s not how the constitution works” - Mitt RomneyWhat a worthless piece of crap!,OPINIONATED,NEGATIVE
831,Hmmmm.... it’s the LAW!,NEUTRAL,
832,#dcPD setting it u,NEUTRAL,
833,We need to heal our hearts. Let God do his work.,NEUTRAL,
834,"Biden talking about respecting the rule of law, what a joke!",NEUTRAL,
835,Solid memes.I’m the same way today.,OPINIONATED,POSITIVE
836,Bauer is now compromised and corrupt. He’s given into the corruption of Fox and is now worthless piece of garbage. Should be hung for treason.,OPINIONATED,NEGATIVE
837,"Isn't it funny that the Democrats don't say shit when cities burn down for months by BLM and Antifa, but now they are about law and order. Give us a F@@@ing break Bejing Joe!",NEUTRAL,
838,So AWESOME!!,OPINIONATED,POSITIVE
839,What about their “Civic Duty” when THEY WERE SPREADING LIES ABOUT TRUMP ‼️‼️‼️‼️AND THEY NEVER CONDEMNED A ANTIFA/BLM THUGS POST‼️‼️‼️‼️‼️,NEUTRAL,
840,#WRWY,NEUTRAL,
841,This was planned,NEUTRAL,
842,Thank you for your support! TRUTH WILL PREVAIL,OPINIONATED,POSITIVE
843,BLM gets kid gloves treatment. DC is crap.,OPINIONATED,NEGATIVE
844,True!! Share to everyone,OPINIONATED,POSITIVE
845,"they need to stop the count, so they can get the reinforcement of the pre- printed ballots? So dirty and so corrupt!!",OPINIONATED,NEGATIVE
846,Love it,OPINIONATED,POSITIVE
847,Joe and Jill are complicit....#LockThemU,NEUTRAL,
848,Corrupted.,OPINIONATED,NEGATIVE
849,"~MORE TURNCOATS~Sens. Tim Scott, Jim Inhofe Announce They Will Not Object to Electoral College VotesGoodbye!#timscott#jiminhofe#breakingnews#breaking#oann#fraud#stopthesteal#wewillnotforget #parler#parlernews#trump2020",NEUTRAL,
850,Another Angel in Heaven - RIP,NEUTRAL,
851,Amen 🙏 ♥️🙏,NEUTRAL,
852,This is not f acceptable go and destroy these machines demand that they see all who voted for the candidates,OPINIONATED,NEGATIVE
853,Amen 🙌🏻,NEUTRAL,
854,Really bad,OPINIONATED,NEGATIVE
855,I wonder how disappointing this is for the CCP. Have they already killed the scientists from the Wuhan lab for not making this bio weapon more deadly?#scamdemic#plandemic,OPINIONATED,NEGATIVE
856,Today is a good day!,OPINIONATED,POSITIVE
857,Love all you smart patriots. Have learned so much from all of you. Thank you!,OPINIONATED,POSITIVE
858,"This letter was sent to President Trump on October 25th, 2020, from the Archbishop. Read the letter because it will give everyone a better understanding of our situation worldwide.",NEUTRAL,
859,Nice!!!!,OPINIONATED,POSITIVE
860,...Senate chamber. Brain fart,OPINIONATED,NEGATIVE
861,T (@Rifleman4WVU) Tweeted:Predictable.,OPINIONATED,NEGATIVE
862,Absolutely true that,OPINIONATED,POSITIVE
863,It's going to get really bad. This government better start listening to we the people,OPINIONATED,NEGATIVE
864,#renzi #italydidit #obama,NEUTRAL,
865,ABSOLUTELY!,OPINIONATED,POSITIVE
866,If you’re not watching Trump’s speech. You will remain ignorant to the fact of election fraud. He’s totally laying out the facts. Wake Up People spies🕵‍♂️,NEUTRAL,
867,BIDEN LAPTOP EXPOSED!! RUDY G. has all the evidence.... Gross ... SO GROSS!Thousands of pics. Dozens of videos like this ...😰,OPINIONATED,NEGATIVE
868,What is this MEANT to be?.. because it is totally poor acting at best... the one officer retreating to a positioned baton the retreating to the high ground and not striking once.. the people approaching where even lacking ANY enthusiasm..... basically the WORST production this year..👎🏻👎🏻👎🏻👎🏻👎🏻...,OPINIONATED,NEGATIVE
869,Lin Wood can NOT be trusted.,OPINIONATED,NEGATIVE
870,It's truly incredible:,OPINIONATED,POSITIVE
871,ITS ALMOST TIME PATRIOTS!,NEUTRAL,
872,Love this video.,OPINIONATED,POSITIVE
873,PENCE SAVE OUR COUNTRY,NEUTRAL,
874,Make her famous,OPINIONATED,POSITIVE
875,RIP Patriot 😢,NEUTRAL,
876,Amen 🙏🇺🇸,NEUTRAL,
877,Nancy pelosi let a congresswomen who tested positive for the China virus 6 days ago onto the house floor in order to get her vote.. But she won't let healthy Americans get back to work.,NEUTRAL,
878,"Your emotions and thoughts don't define you. You are so much more... How could you be defined by things that come, go and flow? These things are part of us and of our human condition but they are not what makes us who we are, they are not our true essence. We are infinite beings with so much potential!#personaldevelopmentcoaching #personalgrowthcoach #beyourbestfriend #intuitiveempath #intuitivereadings #raiseyourvibes #inneralchemy #spiritualboss #channeler #spiritualladyboss #consciousnessrising #channeledmessages #channeler #spiritualladyboss #emotionalhealing #lawofattraction #tips #letitflow #spiritualmentor #dosomethingaboutit #energetichealing #youarewhole #yourareenough",NEUTRAL,
879,TRUE,OPINIONATED,POSITIVE
880,UTTERLY DISGRACEFUL,OPINIONATED,NEGATIVE
881,Absolutely right !,OPINIONATED,POSITIVE
882,"New 'dangerous disease law' expected to be passed in Denmark:1) forcing people who test positive for ‘dangerous diseases’ to be 'medically examined, hospitalised, treated and placed in isolation'; 2) granting the Danish Health Authority the power ‘to define groups of people who must be vaccinated in order to contain and eliminate a dangerous disease’; 3) coercing people who refuse to have the vaccine in certain circumstances ‘through physical detainment, with police allowed to assist’.",NEUTRAL,
883,I agree. Arrests should have started long ago. Now we are in trouble. Fight Trump. Please make arrests.,NEUTRAL,
884,Call again again again again!!!!TRUMP WON! Call Congress! Call Mitch Mcconnell! Lindsey Graham and tell them to Audit the Election! Remember Call 202-224-3121 and Reject this Fraud. Do it! They're open 24/7! They work for WeThePeople!,NEUTRAL,
885,This election ended worse than Covid 19,OPINIONATED,NEGATIVE
886,WE LOVE OUR PRESIDENT!!!,OPINIONATED,POSITIVE
887,Buh Bye,NEUTRAL,
888,Good Morning! Have a great day!,OPINIONATED,POSITIVE
889,"Patrick Byrne (@PatrickByrne) Tweeted:Signed,Patrick M Byrne (Journalist, )",NEUTRAL,
890,Gallows,NEUTRAL,
891,"Trump slams his VP, says Pence ‘didn’t have the courage' to decertify results of presidential election | Fox News",OPINIONATED,NEGATIVE
892,Yesterday was the last day of the great America I once knew🇺🇸😔💔,NEUTRAL,
893,I love the lion,OPINIONATED,POSITIVE
894,Patriots,NEUTRAL,
895,Not unexpected... her “pledge” sounded like a last ditch effort!,OPINIONATED,NEGATIVE
896,"Es la única oportunidad que tenemos para hacer TT #NoSeSiMeExplicuPor favor, es el momento",NEUTRAL,
897,This was all a set-up ....Anything to sway the votes of a few members of Congress before they vote.What a disgrace to our great Nation.,OPINIONATED,NEGATIVE
898,Xi Jinping Orders Chinese Army to Prepare for War ‘at Any Second’,NEUTRAL,
899,Whoa! Rudy caught the GA bastards!,NEUTRAL,
900,Wth,NEUTRAL,
901,Not happening!,OPINIONATED,NEGATIVE
902,#doitmike,NEUTRAL,
903,HAHAHA.....gkad you clarified I would have thought Obama had herpes,NEUTRAL,
904,"a href=""/profile/Lightwriter/posts"" class=""at"">@Lightwriter</a> I’m already sick!! Warnock did not honestly win that seat!",OPINIONATED,NEGATIVE
905,Great news.,OPINIONATED,POSITIVE
906,This is no rare case – how you enter hospital with one condition and it miraculously morphs into ‘Covid-19’,NEUTRAL,
907,🇺🇸 PATRIOTS POST 🇺🇸UPDATE :Kelly Loeffler just said LIVE that she is leaving for DC to Challenge the votes and FIGHT for President Trump(posted moments ago by jamesworley)UPDATE :Kelly Loeffler just said LIVE that she is leaving for DC to Challenge the votes and FIGHT for President Trump.She also said she WILL win this and will challenge all of the votes in this election.,NEUTRAL,
908,💥💥IT'S OK💥💥,NEUTRAL,
909,Lauren Boebert (@laurenboebert) Tweeted:Today is 1776.,NEUTRAL,
910,2ND 💥BQQM💥“Rod Rosenstein solicited the help of two trusted agents (Rosati & Boroshok) with whom he had worked closely with in the past to organize the operation to retrieve a thumb drive with classified emails always carried by Mr. Rich.”,NEUTRAL,
911,DOMINION VOTING MACHINES are Made in China!,NEUTRAL,
912,“Rod Rosenstein solicited the help of two trusted agents (Rosati & Boroshok) with whom he had worked closely with in the past to organize the operation to retrieve a thumb drive with classified emails always carried by Mr. Rich.” At the Highest Levels – Part 2 of 3 – Neon Revolt,NEUTRAL,
913,"Echo if you will stand by President Trump until the very end! And follow <a href=""/profile/DonaldTrumpfor2020/posts"" class=""at""><a href=""/profile/DonaldTrumpfor2020/posts"" class=""at"">@DonaldTrumpfor2020</a></a",NEUTRAL,
914,"This is extreme. Who the fuck are you people who have no faith in yourselves? It’s shameful. We didn’t gain our independence through Washington alone. The slaves weren’t emancipated through Lincoln alone. The Nazis weren’t defeated through Roosevelt alone. We the People have always collectively given our faith and grit for this country’s successes through its harshest adversities. The earth doesn’t stop turning tomorrow, or on January 20th. We have tools and methods. Constitutional ones. Many. Start educating yourselves on them and start fighting for this fucking country. Some of us have put time in that area plenty, and still are. The loudest in complaint and resolved to surrender seem to be the ones who want everyone else to do the work. We don’t die on this fucking hill. We keep fighting.",NEUTRAL,
915,Chinese American Alliance For Trump Shows Up To “March To Save America” 👇,NEUTRAL,
916,The number of deceased during the capitol building chaos is now 4!,NEUTRAL,
917,اللي يقرب منك خطوه قرب منه خطوتين واللي يبعد عنك خطوه ابعد عنه الف,NEUTRAL,
918,"Amen 🙏🏻 We should not let people forget her name and that she was US Air Force. Disgraceful, shameful, Father God please forgive them for they know not what they do🙏🏻",NEUTRAL,
919,Love this!! Thank you Patriots!!! 🇺🇸🇺🇸🇺🇸🇺🇸,OPINIONATED,POSITIVE
920,Beautiful,OPINIONATED,POSITIVE
921,"Every one of those Lilly liveried cowards,including Injustice Robert’s are spineless, corrupt and a waste of oxygen! They should resign and go hide in their basements!",OPINIONATED,NEGATIVE
922,"The ""shot heard around the world"" just happened. First patriot shot just happened! No turning back now.",NEUTRAL,
923,#Italydidit my live this morning..,NEUTRAL,
924,Well that’s interesting,OPINIONATED,POSITIVE
925,Georgia needs a laxative Did we expect a fair election of these potential senate seats What happens if congress knocks out Georgia electoral votes on the 6 th It sickens me on the fact that integrity is gone simply gone,OPINIONATED,NEGATIVE
926,Stupid,OPINIONATED,NEGATIVE
927,PROTESTERS TAKEN OVER SENATE FLOOR!!!,NEUTRAL,
928,Another gutless wonder...,NEUTRAL,
929,REPUBLICANS NEED TO UNITE!UPVOTE & ECHO = YES! ❤️🇺🇸,NEUTRAL,
930,Thank you!!!!,OPINIONATED,POSITIVE
931,Turning faux news off forever. Canceling cable.,OPINIONATED,NEGATIVE
932,It doesn'tmatter they will get for free what Americans deserve,NEUTRAL,
933,President Trump's speech was so good and so compelling today.,OPINIONATED,POSITIVE
934,One Brave Governor Is Prepping For Post-Election Violence By Giving Citizens Power To Defend ThemselvesGET THIS ECHOED VIRALLY!!!!!!!!!!!! Make this go viral!#makethisgoviral #viral #DeclassifyEverything #WeThePeople #USA #1A #AmericaFirst #DeclareMartialLaw #MartialLaw #InsurrectionAct #FightBack #FightLikeAFlynn #DoNotConcede #HoldTheLine #StopTheSteal #Trump2020 #GodBlessAmerica #12thAmendment #Trending,NEUTRAL,
935,Ditch them! Don’t fuel the devil.,OPINIONATED,NEGATIVE
936,And why why are BLM there? And why the police are protecting them??? Not good!,OPINIONATED,NEGATIVE
937,"So Chuck Schumer is currently speaking and he's not wearing a mask. Once again, rules for thee, but not for me.",NEUTRAL,
938,"#3 ON CGN RIGHT NOW Ukraine Confirms Joe Biden’s Corruption With Audio Recordings, Bank Records & Witnesses",NEUTRAL,
939,Booooyaaah!!!!!,NEUTRAL,
940,Echo in support Biden lost,NEUTRAL,
941,Cheney equals Bush. RINOs,NEUTRAL,
942,Nancy and the demonrats own every single person that’s against Our President! But Donald J. Trump belongs to God himself! Do not give up on him! He has never given up on us!!! Now is the time when you think everything is falling around us to drop to your knees and pray for Our Fearless Leader! My God himself carry our POTUS through all the evil that has come and will continue to come to him! Let All Americans life President Trump up to the lord for all protection from any and all evil!,NEUTRAL,
943,What a beautiful site,OPINIONATED,POSITIVE
944,Love this...😇😇😇🥰👁👁💥💥,OPINIONATED,POSITIVE
945,"#gaming#letsplay#videogames#parler#games#amongus#cartoonanimation#anime#dreamsmp#bitchute#pkxdgame#stumbleguysgame#fallsguysgame#stumbleguystipsandtricks#stumbleguys#unboxjoy#minecraftgaming#brawlstarsgaming#shadowfightgaming#garenafreefiregamePlz watch my channel unbox joy on Youtube and plz like,subscribe and share my videos.Thank You Very Much.",NEUTRAL,
946,"This makes me so happy. Doing it right patriots, doing it right🇺🇸🇺🇸🇺🇸🇺🇸",OPINIONATED,POSITIVE
947,#truthalert,NEUTRAL,
948,"Here is your culprit, catch him and I bet he sings like a canary..",NEUTRAL,
949,Look at this mess!,OPINIONATED,NEGATIVE
950,Great leader!!!,OPINIONATED,POSITIVE
951,This is great!,OPINIONATED,POSITIVE
952,Definitely not MAGA,NEUTRAL,
953,Internet is bad all over today,OPINIONATED,NEGATIVE
954,I'm so tired of the double standard.,OPINIONATED,NEGATIVE
955,I love it!!,OPINIONATED,POSITIVE
956,If true - Just makes it worse.,OPINIONATED,NEGATIVE
957,I love happy endings!!,OPINIONATED,POSITIVE
958,BREAKING: Joe Biden is the Subject of Federal Criminal Investigation Into His Role in Spygate and Activities in Ukraine,NEUTRAL,
959,Chinese News Network - garbage,OPINIONATED,NEGATIVE
960,Lacrosfera em prantos agora!,NEUTRAL,
961,"Well, Panic In DC was quite the show. Lets have Guardians of the Pedophiles. Could all the elites in the NXIUM Cult, please stand up, please stand up....",NEUTRAL,
962,I hate our governmental representatives...,OPINIONATED,NEGATIVE
963,Patriots paid a visit to Gov. Inslees Mansion,NEUTRAL,
964,BREAKING,NEUTRAL,
965,Here’s the audio,NEUTRAL,
966,This is why we want the session to continue- so we know where everyone stands.,NEUTRAL,
967,He is doing what Faggot lindsay graham is telling pence to do. Problem for you nitwits. Amnesia remember and I am vigilante about my ungrateful enemies,NEUTRAL,
968,"Sir,... I’m not enjoying this show ..... I’m so sad, for All Patriots,.... The American People.. & You,.... You, Sir, were the best President in my long life.. I Thank You,... my heart is broken .. ....🌟⭐️✨",NEUTRAL,
969,Nice. Nancy is a genius. “The smartest guy I know..”,OPINIONATED,POSITIVE
970,TRUMP ISSUED STATEMENT ON ANTIFA,NEUTRAL,
971,I like it.,OPINIONATED,POSITIVE
972,Glorious,OPINIONATED,POSITIVE
973,"A true president! Not like the scum in power here.. Don’t believe everything you see in the media, they twist everything to an agenda that suits them! #trump #wakeup #stoppropaganda",NEUTRAL,
974,"a href=""/profile/ronpaul/posts"" class=""at"">@ronpaul</a> we will never feel like there are not free and fair elections if we do not fix what happened 8 weeks ago. Confidence is spewing out the window as we speak!",NEUTRAL,
975,REVOLUTION NOW OR NEVER TAKE OUR REPUBLIC BACK.,NEUTRAL,
976,"Corrupt, makes me sick.",OPINIONATED,NEGATIVE
977,So true for many newcomers,OPINIONATED,POSITIVE
978,He has won our hearts and souls.Proud of you. YOU WILL ALWAYS BE MY PRESIDENT.,OPINIONATED,POSITIVE
979,What a wonderful thing to read.,OPINIONATED,POSITIVE
980,Terrible ! Shame on them ‘,OPINIONATED,NEGATIVE
981,We are mighty and strong when we unite!,OPINIONATED,POSITIVE
982,"Fraudulent election is not election, it is a pure crime. We the people stand with justice and justice has a new name- Donald Trump. Those who want to escape from justice one to escape from Trump in position of power. ECHO if you agree",NEUTRAL,
983,Fantastic!,OPINIONATED,POSITIVE
984,SCAMDEMIC,OPINIONATED,NEGATIVE
985,Now it will be released. Crazy how that works. On the newsstand at my local grocery,NEUTRAL,
986,"Untucking Real!!! Is this really happening? They are using the dominion machines in Georgia......what the fuck is wrong with this picture??? MADE IN CHINA....why weren’t these machines thrown out and every vote counted invalid? This is the dumbest thing I’ve ever heard! Well, second dumbest, everything that comes from <a href=""/profile/EddyBaby/posts"" class=""at"">@EddyBaby</a> is the dumbest!",OPINIONATED,NEGATIVE
987,Magnificent beauty,OPINIONATED,POSITIVE
988,BREAKING EXCLUSIVE: Evidence China Was Colluding with the Bidens and Providing Information on How to Defeat President Trump in the 2020 Election via @gatewaypundit,NEUTRAL,
989,"Jan21 Backup Plan Faith-In,God,Husb&Father#Patriot@ GOD1COUNTRY2 Echo everywhere please Follow for updates @god1country2 WE Are Mighty We Need 1Million Followers to get this doneThe Back-up Plan by the people January 21st if Biden is our president we go into our employer ask for a new W-4 under line 4 write Exempt your employer by law cannot take any taxes out federally save the money aside we will hold our money which is the power they have over us hostage until they give us our demand of federal voter ID and vote in person only and always a hand count with our names on the ballots or finger print!! Except the military votes by mail obviously or the disabled. Support Trump for 4 more years don't lose hope!! Help his Lawyers! 76 million supporters we do this together so none of us go to jail we stand together as Patriots!! Leaving no one behind follow me for updates if we execute the plan. Please Echo share and follow GOD-BLESS US ALL AND OUR PRESIDENT TRUMP! LET'S DO THIS TOGETHER!!",NEUTRAL,
990,"Once the dust settles and there is clarity on what and who stormed the capital, I hope the political ""leaders"" realize they work for us and not the other way around. They should fear how their actions and decisions effect the citizens. For far too long, the leaders ignore our liberty and the constitution. Election integrity matters.",NEUTRAL,
991,#5 MOST VIEWED ON CGN EXCLUSIVE: Eyewitness Says “Man in Suit” Killed Capitol Hill Shooting Victim,NEUTRAL,
992,Don’t jump to judgement that these were not plants by antifa and the left. How quick you are to turn on your fellow patriots!,NEUTRAL,
993,Just one of many channels broadcasting for President Trump. He didn't lose he was robbed!#StopTheSteal,NEUTRAL,
994,This is awesome!!! 🇺🇸❤🤍💙,OPINIONATED,POSITIVE
995,President Trump leave Twitter and come on over to Parler,NEUTRAL,
996,Ironic the very media platform that has gone to great lengths to incite devise ness is projecting a victim of their bullshit is being silenced. This is a bad movie,OPINIONATED,NEGATIVE
997,Today: We Learn Whether our Constitution Will Hold,NEUTRAL,
998,A beautiful moment in time I will never forget.,OPINIONATED,POSITIVE
999,See this,NEUTRAL,
1000,Not 1 fucking senator signed ! what cowards this is a bad Steven king movie !,OPINIONATED,NEGATIVE
1001,So disappointing 😞,OPINIONATED,NEGATIVE
1002,The fix is on!,NEUTRAL,
1003,Outstanding!!!!,OPINIONATED,POSITIVE
1004,Bullshit.,OPINIONATED,NEGATIVE
1005,BREAKING: Pence rejects Trump’s call to overturn the election results,NEUTRAL,
1006,"Great show, I appreciate your show. I'm sleeper warrior for God. Thank you. Stay strong",OPINIONATED,POSITIVE
1007,WHAT'S NEXT? 👀,NEUTRAL,
1008,This is not good.,OPINIONATED,NEGATIVE
1009,Happy little blue.,OPINIONATED,POSITIVE
1010,"We KNOW everything!We have SEEN everything!WE CAUGHT THEM!Echo and Follow <a href=""/profile/TrumpNewsNow/posts"" class=""at""><a href=""/profile/TrumpNewsNow/posts"" class=""at"">@TrumpNewsNow</a></a",NEUTRAL,
1011,#italygate,NEUTRAL,
1012,AMAZING! And finally the republicans won one!,OPINIONATED,POSITIVE
1013,GOTTA LOVE IT!,OPINIONATED,POSITIVE
1014,Spineless,OPINIONATED,NEGATIVE
1015,Los Angeles County Directive Tells Ambulance Crews Not To Transport Patients With &#8216;Virtually No Chance Of Survival&#8217; To Hospital,OPINIONATED,NEGATIVE
1016,Pathetic acting. 😤,OPINIONATED,NEGATIVE
1017,EchoEchoEcho,NEUTRAL,
1018,"And another one’s gone, and another one’s gone, and another one bites the dust....",OPINIONATED,NEGATIVE
1019,Amen to that,NEUTRAL,
1020,Republicans are folding like a bad poker hand. No surprise that they went back on their word.,OPINIONATED,NEGATIVE
1021,"Worst person ever. Gotta get him. If we haven't already. Also, he owes $150,000,000,000, for starters!!!",OPINIONATED,NEGATIVE
1022,"Yes, completely true. Thank you Lin",OPINIONATED,POSITIVE
1023,The media commentary surrounding the unfolding events at the capital is HILARIOUS.,OPINIONATED,POSITIVE
1024,I love this one,OPINIONATED,POSITIVE
1025,"Stop saying burn that building down. Its not going to solve anything. We need to confrunt them, the building is not to blame",OPINIONATED,NEGATIVE
1026,Even though they were antifa coward,NEUTRAL,
1027,He's not that smart.,OPINIONATED,NEGATIVE
1028,She sucks. Was never qualified. Loser,OPINIONATED,NEGATIVE
1029,"In case it finna pop off tonight, the <a href=""/profile/atticasystems/posts"" class=""at"">@atticasystems</a> Henchman is on watch.",NEUTRAL,
1030,President Trump has called for peace at the Capitol 👇,NEUTRAL,
1031,"PATRIOTS HAVE TAKEN CONTROL OF CONGRESSIONAL TUNNELSTO THOSE ON THE GROUND – HOLD THE LINE! THE FATE OF OUR NATION RIDES ON YOUR SHOULDERSTO THOSE OF YOU AT HOME, GET OUT THERE!",NEUTRAL,
1032,A wonderful film. EVERYBODY should see it‼️,OPINIONATED,POSITIVE
1033,"Elaine Chao - Wikipedia › wiki › Elaine_ChaoARE YOU STILL IN DOUBT WHAT IS HAPPENINGElaine Lan Chao (born March 26, 1953) is an American politician who serves as the United ... Chao married U.S. Senator Mitch McConnell in 1993. ... an early friend of McConnell's, and his wife Julia Chang Bloch, a Chinese American and a ...",NEUTRAL,
1034,Love the Proud Boys! Thank you!,OPINIONATED,POSITIVE
1035,"Just a reminder that on May 31, 2020 Washington D.C. was literally set in fire by Antifa and BLM.NO MEDIA FREAK OUT!!!!",NEUTRAL,
1036,#theworldiswatching,NEUTRAL,
1037,Twitter is so ugly! I am gone for good! Free from Facebook and now free from Twitter.,OPINIONATED,NEGATIVE
1038,"Patriots watch your backs and heads those bricks weren't put there for construction, antifa and BLM plan on throwing them at people and other things.please be careful and protect each other.",NEUTRAL,
1039,Read all three parts of this article. Pray for our country.,NEUTRAL,
1040,Treat them like the terrorists they are.,NEUTRAL,
1041,Terrible,OPINIONATED,NEGATIVE
1042,Bam! 💥,NEUTRAL,
1043,This is awesome,OPINIONATED,POSITIVE
1044,We are happy to have you!,OPINIONATED,POSITIVE
1045,The Worst is yet to come.,OPINIONATED,NEGATIVE
1046,"At the Highest Levels – Part 3 of 3 – Neon Revolt💠💠💠💠💠💠💠💠💠This is what’s happening now. This is where we are at – with a man closest to the President, who – according to our whistleblower – secretly agreed to participate in a coup against that very same President, set to determine the fate of that same President, by getting to decide which slates of electors get counted in this, the most fraudulent election to ever take place in the history of this country.",NEUTRAL,
1047,These are the worst Singers I have ever heard.,OPINIONATED,NEGATIVE
1048,The Republican Party died today! I will no longer support them.,OPINIONATED,NEGATIVE
1049,Blah blah its just droning,NEUTRAL,
1050,Insane!!,NEUTRAL,
1051,"CNN’s Cuomo Lets The Mask Slip, Declares “We Won” in Georgia - The National Pulse",NEUTRAL,
1052,Pois é,NEUTRAL,
1053,Let’s face it. Many well meaning Americans now embrace evil disguised as good.,NEUTRAL,
1054,"""They just happened to find 50,000 ballots late last night. The USA is embarrassed by fools. Our Election Process is worse than that of third world countries!""",OPINIONATED,NEGATIVE
1055,He is an awesome Patriot.,OPINIONATED,POSITIVE
1056,"So this must be still 2020, because it is about the worst day that I can remember. The only thing we could count on to make changes is to vote, and that is now hopeless",OPINIONATED,NEGATIVE
1057,Great video,OPINIONATED,POSITIVE
1058,"Bitch McCuckle, like the underhanded scumbag he's always been, wants to blame the loss of the Georgia senate races on Donald Trump and the people who so much as tacitly support him. This meek, spineless jackass is actually stupid enough to think that the president with the single highest in-party approval rate in history is somehow to blame for the Republican party losing control.And he's right. Well, half right. Trump did cause the Republican party to lose control, and he did it by wrenching the power away from the pitifully weak Neocon base that we've all grown to loathe right alongside the duplicitous Neolibs.McCuckle wants to deflect blame from his own weakness and failings as a politician, a man, and a human being. We can see you for what you are, McCuckle. You and all your Neocon buddies. The Emperor's clothes are long gone, and with diligence and hard work on the part of the populists the time of this rotten establishment will at last be up.",NEUTRAL,
1059,Meanwhile in Oregon...,NEUTRAL,
1060,This is awesome!,OPINIONATED,POSITIVE
