text,s_palak_label,s_ben_label
Will believe it...WHEN I SEE IT.,OPINIONATED,OPINIONATED
I guess I have somehow either been put in Parler jail or the platform is acting up.....,OPINIONATED,OPINIONATED
Sicko,OPINIONATED,OPINIONATED
#HOLDTHELINE PATRIOTS!,NEUTRAL,NEUTRAL
Hi Coralink! Great to catchup here!,OPINIONATED,OPINIONATED
Worth the time to listen..,OPINIONATED,OPINIONATED
POTUS wrecking Big Tech and calling for the removal of Section 230.,OPINIONATED,OPINIONATED
I will keep that in mind!,OPINIONATED,OPINIONATED
Shit stain traitor.,OPINIONATED,OPINIONATED
ECHO for these beautiful strong Conservative Women!,OPINIONATED,OPINIONATED
Georgia just made themselves the most hated state in the country,NEUTRAL,OPINIONATED
#weakrepublicans! #stoptgesteal #NOW,OPINIONATED,OPINIONATED
I love! Literally LOVE Dinesh D'Souza! Is he married? 😘😘😘,OPINIONATED,OPINIONATED
"Yes, completely true. Thank you Lin",OPINIONATED,OPINIONATED
"Check out this disgusting behavior by conservatives today. Oh wait, this is a picture of thousands of liberals who took over the Wisconsin Capitol in 2011 and were praised for doing so because they were protesting against Republican Governor Scott Walker.",NEUTRAL,NEUTRAL
My friend Tommy here worded this perfectly!!,OPINIONATED,OPINIONATED
"Bwahaha, I just got blocked And put in Fakebook Jail for making a comment that doesn’t meet their “commie standards” oops I mean “community” standards. I informed them that they don’t have “standards, just bias! They were discussing the illegal vote dump in Georgia (again).",OPINIONATED,OPINIONATED
Welcome!,OPINIONATED,OPINIONATED
"Up yours cnn. You are not a news agency, you are just leftist trash",NEUTRAL,OPINIONATED
Manly peaceful,OPINIONATED,OPINIONATED
I am so disappointed about people in power that call themselves republican allowing this clear fraud.,OPINIONATED,OPINIONATED
Breaking: Trump ratchets up pressure on Pence to reject Biden electors during congressional session | Just The News,NEUTRAL,NEUTRAL
That just made my day...best joke I've heard about that so far.....hilarious,OPINIONATED,OPINIONATED
WOW: CPAC's Matt Schlapp Suggests Unarmed 16-Year-Old Trump Supporter May Have 'Deserved' to be Shot Dead By Capitol Police (VIDEO),NEUTRAL,NEUTRAL
The best video you can watch,OPINIONATED,OPINIONATED
Great article,OPINIONATED,OPINIONATED
Trump has brought out the best in all.of us God Bless Him,OPINIONATED,OPINIONATED
You know what makes it nice and bright? A huge bonfire!,OPINIONATED,OPINIONATED
Not a patriot!,OPINIONATED,OPINIONATED
"Jesus, please save her!",NEUTRAL,NEUTRAL
AWESOME!,OPINIONATED,OPINIONATED
"Untucking Real!!! Is this really happening? They are using the dominion machines in Georgia......what the fuck is wrong with this picture??? MADE IN CHINA....why weren’t these machines thrown out and every vote counted invalid? This is the dumbest thing I’ve ever heard! Well, second dumbest, everything that comes from <a href=""/profile/EddyBaby/posts"" class=""at"">@EddyBaby</a> is the dumbest!",OPINIONATED,OPINIONATED
Ditch them! Don’t fuel the devil.,OPINIONATED,OPINIONATED
We are in DC and going to support America’s President! #godblessamerica #godblesspresidenttrump #godblessourveterans #godblessourmilitary,OPINIONATED,NEUTRAL
Wow! They will blame the “Trumpsters”,NEUTRAL,NEUTRAL
The brainless mayor Bowowowsers first mistake. Dont f%&k with our leaders.,OPINIONATED,OPINIONATED
Listen to this and keep the faith,OPINIONATED,OPINIONATED
Booooyaaah!!!!!,NEUTRAL,NEUTRAL
Good,OPINIONATED,OPINIONATED
"What's Twitter, daddy? Son it was an early social media instrument that didn't survive the free market. It didn't last long and really was insignificant.",OPINIONATED,OPINIONATED
Sorry about this one.. this is how i feel right now...,OPINIONATED,OPINIONATED
Welcome.,OPINIONATED,OPINIONATED
"Someone needs to inform Angus King that those people today did not really attack the Capitol, its just the politicians saying they did.",OPINIONATED,NEUTRAL
For my Rumble folk💪🏽❤️🇺🇸,NEUTRAL,NEUTRAL
Do it peacefully ... lift not a single hand against any that have BOT raised a hand against you ... AMEN,NEUTRAL,NEUTRAL
Thank you SIR! God bless you and keep you and POTUS safe 🙏,OPINIONATED,OPINIONATED
We are supposed to believe (based on this tweet and perceived evidence) that Pelosi's office was vandalized and this folder was left...#vaccines#pennsylvania#katebrown#2020election#electoralcollegevote#electoralcollege#portland#nevada#newyork#washingtonstate,OPINIONATED,OPINIONATED
"Tonight, we gathered & prayed for Christ to lead our nation forward.I am BLESSED to have the most incredible friends on Team Trump!“Way maker, miracle worker, promise keeperLight in the darknessMy God, that is who You are!”",OPINIONATED,OPINIONATED
"All sound like good ideas, expecially since we KNOW that no one will be arrest, or presecuted for crimes like arson, theft and or murder. Oh dam wait them are the rules for the dems minons, TRUE Americans arn't allowed to defend or protect themselves or their country.",NEUTRAL,NEUTRAL
Thank you for clarify this Mark. Very clear Makes me livid to see what is going on.,OPINIONATED,OPINIONATED
Lead the way General!,OPINIONATED,OPINIONATED
What about the machines not working in Decatur Columbus and a few others people were give write in paper ballots yes they checked just like Purdue lost that 5000 votes on tv as it scrolled back around no he’d lost 5000 votes .,OPINIONATED,NEUTRAL
Agree,OPINIONATED,OPINIONATED
Love it! I think the Dems better get use to this ♥️,OPINIONATED,OPINIONATED
I love it,OPINIONATED,OPINIONATED
Remember - Trump has Everything It’s not over yet folks! Things aren’t what they appear..,OPINIONATED,OPINIONATED
"More GA mess! <a href=""/profile/GaSecOfState/posts"" class=""at"">@GaSecOfState</a> The blind man, #BradRaffenerger denies all knowledge of these crimes. #GabrielSterling too.#followthemoney to #dominionvotingfraud!",OPINIONATED,OPINIONATED
"FULTON COUNTY: According to the Elections Director, *78,000 FEWER* votes are expected to be counted, including in-person, absentee & mail-in votes. (CNN)BAD news for Warnock & Ossoff!",OPINIONATED,NEUTRAL
TRUE AMERICANS SPEAK UPRomney Boards Flight to DC FILLED With Patriots Who Chanted 'Traitor' and Grilled Him About Ties to Biden,NEUTRAL,NEUTRAL
We can hope!,OPINIONATED,OPINIONATED
God Bless both of you!,OPINIONATED,OPINIONATED
Red drop sequence,NEUTRAL,NEUTRAL
"GO HOME YOU FRAUD‼️‼️‼️You are a sad Little Man, I Pryy for you",NEUTRAL,NEUTRAL
Amen and thank you,OPINIONATED,OPINIONATED
It stopped just like planned... had to figure out how many votes they needed to win by a super slim margin. The GOP in GA is full of complete spineless idiots...just like the ones in DC.,OPINIONATED,OPINIONATED
Computers were left open .. do what yall do ~ #deathofamerica #PansyPence #Trumplican #parlerusa #,OPINIONATED,OPINIONATED
Cheating is not winning,OPINIONATED,OPINIONATED
Congratulations...to the President Of United States Of China!!!,OPINIONATED,OPINIONATED
lol good,OPINIONATED,OPINIONATED
Gotta ask where were the National Guard in all the Black Lice Matter and Pantifa crap?,OPINIONATED,OPINIONATED
#meme #memes #burnitall,NEUTRAL,NEUTRAL
Nonsense. Man u,OPINIONATED,OPINIONATED
"YES MIKE, TELL US WHAT WAS IN THE ENVELOPE! THROW OUT THE FRAUDULENT ELECTORAL VOTES OR YOUR CAREER IS OVER! 🇺🇸WWG1WGA TRUMP2020🇺🇸",OPINIONATED,OPINIONATED
Thank you Patriot!,OPINIONATED,OPINIONATED
"I strongly suspect that the majority of the medical community is in on the scamdemic because there is money tied to it. That may be why the flu disappeared. If patients are diagnosed with COVID19, admitted for it, or ventillated for it, government money is sprinkled on the medical facility/organization testing or providing ""treatment"". Just follow the money-brick road...",OPINIONATED,OPINIONATED
Another traitor leaker “resigned” I wonder what this bitch was busted doing!,OPINIONATED,OPINIONATED
@foxnews1. They are ANTIFA thugs...but if not. These should be treated just as well as the other protesters. I don't want to see trump supporters thrown in gaol for years when and typify was barely even arrested And then set free,NEUTRAL,NEUTRAL
"According to these emails, it looks like Mike Pence and Speaker Paul Ryan were conspiring to kick Trump off the Republican ticket and run as Pence/Ryan in 2016. It ended up getting called off after Trump won the 2nd debate. To be fair, there WAS talk of Trump coming off the ticket after the whole 'grab em by the p****' thing. BUT, I don't like how Pence was conspiring behind our backs. We have to depend on his ass tomorrow! Thanks to CodeMonkeyZ Ron again for this.",NEUTRAL,NEUTRAL
Omg! This is disgusting! 🤮🤮🤮,OPINIONATED,OPINIONATED
Disgusting piece of garbage.,OPINIONATED,OPINIONATED
Love it Patriots,OPINIONATED,OPINIONATED
It’d be a miracle!!!,OPINIONATED,OPINIONATED
A DEAD COMMUNIST IS A GOOD ONE,OPINIONATED,OPINIONATED
Cheney equals Bush. RINOs,NEUTRAL,NEUTRAL
Cancel those CEOs!,OPINIONATED,OPINIONATED
This video is so funny,OPINIONATED,OPINIONATED
This whole “take over” was a setup so they could blame Trump. The theatrics of the left is astonishing. Those were Antifa in the Capitol.,NEUTRAL,NEUTRAL
Amen 🙏🇺🇸,NEUTRAL,NEUTRAL
"Damn , <a href=""/profile/POTUS/posts"" class=""at"">@POTUS</a> just layed out <a href=""/profile/SCOTUS/posts"" class=""at"">@SCOTUS</a> , #BrettKavanaugh should be ashamed ...... I knew he was weak when he started crying at his hearing ......",OPINIONATED,OPINIONATED
SICK & TIRED of HYPOCRATS!,OPINIONATED,OPINIONATED
Going to be rockin! Worth the 1100 miles.,OPINIONATED,OPINIONATED
The whole Parler world will be amazed when Bill Gates will be echoed 10000 times per post and not for good reasons at all. BILL already has plans for the next scamdemic. Lets show him that he has every reason to fear Parler with an echo. Follow me for sure because i will bring much more of these videos u,NEUTRAL,NEUTRAL
GOOD MORNING CHINA!!!,OPINIONATED,OPINIONATED
We need to heal our hearts. Let God do his work.,NEUTRAL,NEUTRAL
CAPITOL BUILDING EXTERIOR IS EFFECTIVELY SEIGED.#stopthesteal #capitolhill #january6th,OPINIONATED,OPINIONATED
BREAKING:The Capital building is being evacuated!,NEUTRAL,NEUTRAL
Now the cheating begins. Did they learn anything or will this election be ran the same way. Stop counting long enough to see how many votes we need.,OPINIONATED,OPINIONATED
If true - Just makes it worse.,OPINIONATED,OPINIONATED
ABSOLUTELY TRUE!!!!,OPINIONATED,OPINIONATED
Beautiful Sight🙏🇺🇸🙏,OPINIONATED,OPINIONATED
"Beat headline ever! 👉🏻 Joe Biden Condemns Capitol Hill Revolt, Walks Off Stage Muttering To Himself Like A Senile Idiot… | Weasel Zippers",NEUTRAL,OPINIONATED
MM is a dumbass. TRAITOR POS!!,OPINIONATED,OPINIONATED
Democrat-leaning Georgia county called it quits for the night with thousands of vote yet to be counted as the two Republican U.S. Senate candidates held on to slim leads after being behind the Democrats most of the evening after polls closed.“Looks like they are setting up a big ‘voter dump’ against the Republican candidates. Waiting to see how many votes they need?” President Donald Trump tweeted just before 10:30 p.m.(VIDEOS),OPINIONATED,NEUTRAL
"Fucking cowards!Any United States citizen who believes these fucking cowards in Washington are working for the good of the American people, well you're just plain stupid.America is dead.The Constitution is dead.We the American people are no longer the masters of our government. They are now our overlords and we shall submit to them. As Tucker Carlson likes to say ""shut up in obey""If we can't even have our case made in the United States Senate, forget all these activist judges..If our Senators won't discuss the fraud.There will never be another free, national election in this country.",OPINIONATED,OPINIONATED
Proud Boys stay tough and safe!!!,OPINIONATED,OPINIONATED
Too late it’s starting Pence is a traitor,OPINIONATED,OPINIONATED
Bye...you will not be missed.,OPINIONATED,OPINIONATED
I approve 100%,OPINIONATED,OPINIONATED
We need a refund for the taxes paid to fund these thieves that didn’t do their jobs the past 4 years.,NEUTRAL,OPINIONATED
Delicious,OPINIONATED,OPINIONATED
AWESOME 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,OPINIONATED,OPINIONATED
Antifa scum trying to make Trump supporters look bad so the press can blow it up into hysterical rants. 😡,OPINIONATED,OPINIONATED
It's going to get really bad. This government better start listening to we the people,OPINIONATED,OPINIONATED
this crazy mother fucker needs to get a cyanide pill for himself!,NEUTRAL,OPINIONATED
"Is it just me? Shouldn’t a free and fair press with no agenda be defending these protestors just like they did ANTIFA and BLM thugs who protested, murdered and rioted? The idea that we had to understand their outrage but not the outrage of protestors who know we had a fraud election where their is so much proof that they refuse to report is quite hypocritical. Our corrupt Corporate Media is a joke! I believe nothing they report.",NEUTRAL,OPINIONATED
LONG LIVE FREEDOM,OPINIONATED,OPINIONATED
BLESSINGS TO YOU AND YOUR FAMILY AND YOUR FAMILIES FAMILY FAMILIES HOUSE AMEN AMEN 🙏,OPINIONATED,OPINIONATED
YOU ARE ABSOLUTELY RIGHT!!!,OPINIONATED,OPINIONATED
The NEW GOP!,OPINIONATED,OPINIONATED
Hearing that most politicians are now entering basement tunnels? Have no clue where that is just passing along info as I get it,OPINIONATED,OPINIONATED
"I am done with all this lame talk, its time we take our country back from the swamp. They have abused it for far too long.",OPINIONATED,OPINIONATED
Say NO TO JOE,NEUTRAL,NEUTRAL
Amen 🙏 ♥️🙏,NEUTRAL,NEUTRAL
ABSOLUTE DISGRACE!!!!92 year old man arrested in London at a pro Julian Assange demonstration.,OPINIONATED,OPINIONATED
This is so awesome,OPINIONATED,OPINIONATED
"Yes, and this image is spot on!",OPINIONATED,OPINIONATED
"Bullshit! Battle of Athens, TN in 1946.",OPINIONATED,NEUTRAL
"If you’re not a Christian, you’re the world’s poorest person.",OPINIONATED,OPINIONATED
Looks like warnock is going to help the Dems ruin this country,OPINIONATED,OPINIONATED
"STOP SENDING ANY DONATIONS TO GOP, THE SPINELESS REPUBLICAN PARTY IS DEAD‼️",OPINIONATED,OPINIONATED
Any thing that happens can be traced back to its origin. It was said that someone withdrew her objection to the certification? There are reasons why she lost the election.,NEUTRAL,OPINIONATED
On the grounds in DC. Look how packed people are. Follow me if you love these photos,OPINIONATED,OPINIONATED
I'm soooo flipping tired of democrats,OPINIONATED,NEUTRAL
Fabulous. Beautiful. Love It.,OPINIONATED,OPINIONATED
"After a long day in DC, time to enjoy a nice Corona!",OPINIONATED,OPINIONATED
What in the ever loving censorship is going onIn parler ? I think we're going to break it! Activity wise i mean! 😜I'm super pissed off right now!But i still love parler patriots and America so!🇺🇸❤,NEUTRAL,NEUTRAL
"Blocked monitors. Illegitimate votes. No right to govern, no right to make laws. Put my tax money down-illef to spend it.",OPINIONATED,OPINIONATED
Seriously though what in the actual fuck!!!! Do we not have anyone in the United States with any kind of power or balls(courage)?????? This is an absolute shit show!!! It’s a disgusting disgrace and an utter embarrassment!!!!! I can’t believe my entire lineage fought for this piece of shit we call ”America”!!!! My family believed in the constitution believed in the people who were put in office to defend our rights and freedoms! Fuck all that now!!! Every man for themselves!!!! Fuck it all!!!!,OPINIONATED,OPINIONATED
Thank you! Big difference when the mob and rioters are supporting your party! She’s a POS!,OPINIONATED,OPINIONATED
"Time for people to have the balls to use them, the longer you wait the closer you are to losing it all",OPINIONATED,OPINIONATED
WE'RE NOT GOING QUIETLY INTO THE NIGHT. WE'RE NOT GOING ANYWHERE.,OPINIONATED,OPINIONATED
Was there. It was so amazing! Swipe right.,OPINIONATED,OPINIONATED
"This is ""an insidious, coordinated, and stealth campaign to manipulate this year's elections."" Phill Kline",NEUTRAL,NEUTRAL
I have had enough! I am cheering for Covid now!,OPINIONATED,OPINIONATED
I can't even..,OPINIONATED,OPINIONATED
Thank you patriots!👍🏻🇺🇸,OPINIONATED,OPINIONATED
#obama #italy #electionfraud #dominion,NEUTRAL,NEUTRAL
Biden’s Allies Bracing for Democrats to Lose Georgia Runoffs | Watch Dog NewsGET THIS ECHOED VIRALLY!!!!!!!!! Make this go viral!#makethisgoviral #viral #DeclassifyEverything #WeThePeople #USA #1A #AmericaFirst #DeclareMartialLaw #MartialLaw #InsurrectionAct #FightBack #FightLikeAFlynn #DoNotConcede #HoldTheLine #StopTheSteal #Trump2020 #GodBlessAmerica #12thAmendment #Trending,NEUTRAL,NEUTRAL
"Your emotions and thoughts don't define you. You are so much more... How could you be defined by things that come, go and flow? These things are part of us and of our human condition but they are not what makes us who we are, they are not our true essence. We are infinite beings with so much potential!#personaldevelopmentcoaching #personalgrowthcoach #beyourbestfriend #intuitiveempath #intuitivereadings #raiseyourvibes #inneralchemy #spiritualboss #channeler #spiritualladyboss #consciousnessrising #channeledmessages #channeler #spiritualladyboss #emotionalhealing #lawofattraction #tips #letitflow #spiritualmentor #dosomethingaboutit #energetichealing #youarewhole #yourareenough",NEUTRAL,NEUTRAL
"AMERICA IS GREAT ! LET'S KEEP IT THAT WAY AND MAKE SURE PRESIDENT TRUMPSTATS IN THE WHITE HOUSEFOR 4 MORE YEARS AND buyden goes to the big house with the obozos, clintons, piglosis, and all the other clowns!!",OPINIONATED,OPINIONATED
"Well done, Governor",OPINIONATED,OPINIONATED
I’m ready!,OPINIONATED,OPINIONATED
"This is not the end, this is the beginning. The best is yet to come.",OPINIONATED,OPINIONATED
Interesting...,OPINIONATED,OPINIONATED
Trump supporters? Look at the sign on this idiots hand...,OPINIONATED,OPINIONATED
RIGGED HUGE. they’re doing it again in GA if I lived in GA they would be feeling my wrath right now. This is completely and totally unacceptable,OPINIONATED,OPINIONATED
This is dangerous propaganda. How could CBS do this? Because they are evil. It's like calling the police and saying your neighborhood is brandishing a firearm with intent to harm others. SICKENING.,OPINIONATED,OPINIONATED
Trump denies New York Times report that he and Pence are at odds | Just The News,NEUTRAL,NEUTRAL
"Good morning, DC",OPINIONATED,OPINIONATED
Damn right!!,OPINIONATED,OPINIONATED
Awesome 👌,OPINIONATED,OPINIONATED
The men and women in blue in DC is a disgrace. •Gets caught on video escorting in Antifa •Gets caught doing NOTHING when an Antifa member punched an innocent woman Trump supporter •Last Trump event gets caught pushing Antifa towards trump supporters PATHETIC. D.C IS GROUND ZERO!!!,OPINIONATED,OPINIONATED
SB416 Nothing to see here.,NEUTRAL,OPINIONATED
Please patriots in DC stay safe. They’re saying there’s Antifa activity all around. Stay safe and get off the streets!! America needs our Patriots!!!,NEUTRAL,NEUTRAL
A true patriot!,OPINIONATED,OPINIONATED
"'*' YOU NEED TO SEE THIS '*'Corrupt Hunter Biden Whines to Friend “Every Great Family is Persecuted, Prosecuted in the US” – Poor Biden Crime Syndicate",NEUTRAL,NEUTRAL
This news is EVERYWHERE.. I’m going to have to do some research,NEUTRAL,OPINIONATED
They are scared shitless that Trump is the most powerful man in the world for the next two weeks.,NEUTRAL,NEUTRAL
I fully support him!!! ❤️❤️❤️,OPINIONATED,OPINIONATED
Good man! Give'um hell tomorrow!,OPINIONATED,OPINIONATED
NOT OK!,OPINIONATED,OPINIONATED
Up THEN down. Short drop with a fast stop.,NEUTRAL,NEUTRAL
I love Monty Pytho.,OPINIONATED,OPINIONATED
He should be removed from office. Stupidity has consequences.,OPINIONATED,OPINIONATED
That’s exactly right,OPINIONATED,OPINIONATED
it's time for the remaining Patriot states to secede. The country as a whole is lost. We have to salvage what's still salvageable. And time is running out even for that. Before long there will be nothing left to save,NEUTRAL,OPINIONATED
God Bless her loving soul.,OPINIONATED,OPINIONATED
Love this vid,OPINIONATED,OPINIONATED
Georgia run off is a joke .. when Nothings been done to promote a fair election..since our President was cheated whats suppose to be different?? Did anyone expect a republican to win?? Really? This is Bullshit at the deepest level.. unbelievable..and sickening..😪,NEUTRAL,OPINIONATED
UNDERSTANDING THE MOVES AND COUNTER-MOVES,OPINIONATED,OPINIONATED
I’m a uk 🇬🇧 patriot and I just want to thank all of you beautiful American patriots for literally saving us from a very dark nefarious fate - Thank you each and everyone of you for standing up in the face of tyranny GOD BLESS you all,OPINIONATED,OPINIONATED
"Same crock of shit as Nov. 3rd... "" In your face AMERICA."".. 😡 😡 😡",OPINIONATED,NEUTRAL
"Once again, just because someone is a MASON does NOT mean they are a bad person. Same with the Catholic church. But at the top are some VERY EVIL PEOPLE. Don't be associated with them!",NEUTRAL,NEUTRAL
Hoping that Vice President Mike Pence uses his CONSTITUTIONAL POWERS to sort out this mess.,OPINIONATED,OPINIONATED
Poor Mittons having one very bad day. 😂😂😂😂,OPINIONATED,OPINIONATED
"They should be treated just like antifa and blm were all year. Which is to say, a pat on the bottom and sent on their way. There has to be an even application of the law, or there is no law, Only the whim of those in power.You're just a scared little bitch because all of a sudden the game got real. And its going to get even more real. We're tired of you fuckers gaming the system to your benefit and our detriment. The constitution is broken, and disregarded whenever it suits you pricks.You people spend more time trying to figure out how to get around it, or change it to your benefit than you do doing the task you were elected to do.So shut the fuck up about violence not being part of our constitutional process, out constitution was founded in violence, and has very specific sections to allow us to use violence to remove an ineffective, tyrannical government. So, fuck you.",OPINIONATED,OPINIONATED
The moment we realized that this is a staged psyo,NEUTRAL,NEUTRAL
Matt Gaetz is awesome!!,OPINIONATED,OPINIONATED
True.,OPINIONATED,OPINIONATED
Very Interesting Article.,OPINIONATED,OPINIONATED
God Bless America!,OPINIONATED,OPINIONATED
"If they won, then why won’t they allow this audit. That is the only way to move forward with unity. Otherwise why would you not want the American people to feel that thus was a free and fair election. We must have this audited as suggested. No unity.",OPINIONATED,OPINIONATED
"Firebrand is right. Excellent <a href=""/profile/RepMattGaetz/posts"" class=""at"">@RepMattGaetz</a> thank you for standing up for us.",OPINIONATED,OPINIONATED
TRUMP ISSUED STATEMENT ON ANTIFA,NEUTRAL,NEUTRAL
This is GREAT,OPINIONATED,OPINIONATED
"Elaine Chao - Wikipedia › wiki › Elaine_ChaoARE YOU STILL IN DOUBT WHAT IS HAPPENINGElaine Lan Chao (born March 26, 1953) is an American politician who serves as the United ... Chao married U.S. Senator Mitch McConnell in 1993. ... an early friend of McConnell's, and his wife Julia Chang Bloch, a Chinese American and a ...",NEUTRAL,NEUTRAL
Thank you for your support! TRUTH WILL PREVAIL,OPINIONATED,OPINIONATED
Haha. Awesome 👏,OPINIONATED,OPINIONATED
Corrupted.,OPINIONATED,OPINIONATED
Soros loved 1938. He knows the game.,OPINIONATED,OPINIONATED
ABSOLUTELY !!!,OPINIONATED,OPINIONATED
Word‼️,NEUTRAL,NEUTRAL
C-SPAN Reinstates Journalist Steve Scully the pervert flasher!No morals no values!,OPINIONATED,NEUTRAL
It doesn'tmatter they will get for free what Americans deserve,NEUTRAL,NEUTRAL
If she is a true Trump supporter this is disgusting.,OPINIONATED,OPINIONATED
My fellow MAGA PATRIOTS BLM AND ANTIFA are here on Parler pretending to be Trump Patriots. Please block them and be very careful who you follow and what you believe...,NEUTRAL,OPINIONATED
Oh my this is good! ✝️👨‍👩‍👦🇺🇸🙏,OPINIONATED,OPINIONATED
F BLM !! AWESOME !! DC CHANT..,OPINIONATED,OPINIONATED
ANTIFA SYMBOLS THREE IMAGES,NEUTRAL,NEUTRAL
The time to talk the talk has passed.,OPINIONATED,OPINIONATED
Arizona...we are proud of your integrity..,OPINIONATED,OPINIONATED
A little too obvious for believable... #antifa #antifathugs #antifaterrorists #antifascum #antifascumbags #capitol #capitolhill #trumprally #exposeantifa #terrorists,OPINIONATED,OPINIONATED
What a wonderful thing to read.,OPINIONATED,OPINIONATED
Very interesting....,OPINIONATED,OPINIONATED
President Trump is the best,OPINIONATED,OPINIONATED
People power!!!!,OPINIONATED,OPINIONATED
I'm glad they finally did this but we all want to know why the hell did it take 2 months to finally do something? The whole thing was so painfully obvious a walrus figured it out in 5 minutes. It takes a legislature 2 months to draft a freaking letter? Really?,OPINIONATED,OPINIONATED
China Blocks Team of Researchers From Entering the Country to Investigate Coronavirus Origins,OPINIONATED,NEUTRAL
Lock and load Patriots!!!!!,NEUTRAL,NEUTRAL
Loud & proud!,OPINIONATED,OPINIONATED
I love it ! Mitt Romney is a POS,OPINIONATED,OPINIONATED
Live on the ground in DC. The Fuck Antifa flag is up high. I am the only one here on Parler to update you live so follow me to see all these videos. Smash the echo. The atmosphere in DC is insane.,NEUTRAL,NEUTRAL
Of course!,OPINIONATED,OPINIONATED
Is it time to get our hands dirty? I've been saying all along that all the hashtags and complaining on the internet was going to be ineffective.,OPINIONATED,OPINIONATED
Joe Biden and Kamala Harris were NOT lawfully elected. Traitorous lies.,OPINIONATED,OPINIONATED
"He needs to be dragged out of the governors mansion and chained to a pickup, then made to keep up until he passes out from exhaustion, and then dragged down a gravel road.",OPINIONATED,OPINIONATED
She's right!,OPINIONATED,OPINIONATED
Traitors!,OPINIONATED,NEUTRAL
You damn sure got that right,OPINIONATED,OPINIONATED
Mitch the bitch says there was no evidence ! Unfreakin real ! Such a blatant spit in 75 million Americans faces !,OPINIONATED,OPINIONATED
Has to happen!,NEUTRAL,NEUTRAL
100% agree,OPINIONATED,OPINIONATED
Our government says 🖕 to WEOUR TURN!!!!!!!,NEUTRAL,NEUTRAL
Willing participants!,OPINIONATED,OPINIONATED
🙏🙏🙏save the Children !! Love what this President is doing!!! MAGA 🇺🇸 🇺🇸,OPINIONATED,OPINIONATED
And makes you wonder where the right has been this entire time?,NEUTRAL,NEUTRAL
Am I in Parler jail. Trying to echo with comment and it fails,OPINIONATED,OPINIONATED
RISE,OPINIONATED,OPINIONATED
I just saw the embarrassing Senator Blumenthal from CT now there’s someone who should be censored,OPINIONATED,OPINIONATED
Watching the restart of the senate only makes me want war more! Complete bull shit. Where do Isign up? Who has the sign up list?,OPINIONATED,OPINIONATED
Just In: President Trump Responds To VP Mike Pence’s Letter,NEUTRAL,NEUTRAL
Piece of garbage. Somebody needs to take the trash out!!,OPINIONATED,OPINIONATED
DOOM,OPINIONATED,OPINIONATED
Absolutely now,OPINIONATED,OPINIONATED
"Dump Drudge, it's a non-stop hysteria machine. Use Bongino Report for your news, and leave the hysteria for the panic merchants  👇 👇 👇",OPINIONATED,NEUTRAL
Evil,OPINIONATED,OPINIONATED
YOU DAMN RIGHT!👊🏼👊🏼👊🏼🇺🇸🇺🇸👊🏼👊🏼👊🏼,OPINIONATED,OPINIONATED
"Ya gotta love this lady. She pulls no punches and takes no prisoners.Rock on, Tina!",OPINIONATED,OPINIONATED
I’m very amused and impressed by his ability to rile up a crowd... #respect,OPINIONATED,OPINIONATED
"What a great honor to meet <a href=""/profile/GenFlynn/posts"" class=""at"">@GenFlynn</a> - one of the greatest living American of the Century. Our shared experience makes us both appreciate the Freedom we enjoy as Americans #usa",OPINIONATED,OPINIONATED
Love this video.,OPINIONATED,OPINIONATED
Very Interesting. The Capitol Police are dirty.,NEUTRAL,NEUTRAL
"She is dead! <a href=""/profile/SenateGOP/posts"" class=""at""><a href=""/profile/Senate/posts"" class=""at"">@Senate</a>GOP</a>@senate<a href=""/profile/Q/posts"" class=""at"">@Q</a>Anon<a href=""/profile/Q/posts"" class=""at"">@Q</a",OPINIONATED,OPINIONATED
scum,OPINIONATED,OPINIONATED
Bingo.,NEUTRAL,NEUTRAL
Very interesting.,OPINIONATED,OPINIONATED
Thank you for your courage Mr. Jones🙏👏🇺🇸,OPINIONATED,OPINIONATED
Such a disgrace 🙆‍♀️🙆‍♀️🙆‍♀️🙆‍♀️,OPINIONATED,OPINIONATED
This man ruined my home state.,OPINIONATED,OPINIONATED
FraudInhofe is left,OPINIONATED,OPINIONATED
Can someone tell me what they mean when they say “no masters”?,NEUTRAL,OPINIONATED
"a href=""/profile/ronpaul/posts"" class=""at"">@ronpaul</a> we will never feel like there are not free and fair elections if we do not fix what happened 8 weeks ago. Confidence is spewing out the window as we speak!",NEUTRAL,NEUTRAL
Trash,OPINIONATED,OPINIONATED
That isn’t good enough we need to fight & not give u,OPINIONATED,OPINIONATED
Nancy Pelosi's goon squad~ capital police shot that INNOCENT women in the neck...DISGUSTING!! Everything the DEMONRATS touch turns to Destruction!! EVIL!!!,NEUTRAL,OPINIONATED
I love this!!!,OPINIONATED,OPINIONATED
"We now know EXACTLY how the Democrats cheat. If we can't figure out a way to stop them by the 2022 midterms, we're too damned stupid to be trusted with power.",OPINIONATED,OPINIONATED
"Pay attention to what is happening in Venezuela America, we are next if Biden takes office and the left gains control of both houses.",NEUTRAL,NEUTRAL
Absolutely these young new blood representatives will be good for our country,OPINIONATED,OPINIONATED
I do love Tommy.,OPINIONATED,OPINIONATED
Yesterday was the last day of the great America I once knew🇺🇸😔💔,NEUTRAL,NEUTRAL
Rotten and no good,OPINIONATED,OPINIONATED
Yeah totally agree,OPINIONATED,OPINIONATED
